scope,metric,route_top_rho_fraction,rho_threshold,scalar_value,all_pairwise_value,routed_value,improvement_vs_scalar,all_pairwise_improvement_vs_scalar
aggregate_region_rows,brier,0.1,0.0668208113877155,0.20163838155927996,0.20080200764404887,0.2020600590220131,-0.0004216774627331388,0.0008363739152310867
aggregate_region_rows,brier,0.25,0.03558137491543694,0.20163838155927996,0.20080200764404887,0.20182581349016576,-0.0001874319308858008,0.0008363739152310867
aggregate_region_rows,brier,0.5,0.012066079569634899,0.20163838155927996,0.20080200764404887,0.2016278630484651,1.051851081484978e-05,0.0008363739152310867
aggregate_region_rows,brier,0.75,0.0033995269650510234,0.20163838155927996,0.20080200764404887,0.20141742047187855,0.00022096108740141118,0.0008363739152310867
aggregate_region_rows,brier,1.0,-inf,0.20163838155927996,0.20080200764404887,0.20080200764404887,0.0008363739152310867,0.0008363739152310867
aggregate_region_rows,error_rate,0.0,inf,0.3007211997048235,0.3009345086658133,0.3007211997048235,0.0,-0.00021330896098975538
aggregate_region_rows,error_rate,0.1,0.0668208113877155,0.3007211997048235,0.3009345086658133,0.30178063927818716,-0.0010594395733636297,-0.00021330896098975538
aggregate_region_rows,error_rate,0.25,0.03558137491543694,0.3007211997048235,0.3009345086658133,0.3014835800324114,-0.0007623803275878527,-0.00021330896098975538
aggregate_region_rows,error_rate,0.5,0.012066079569634899,0.3007211997048235,0.3009345086658133,0.30111786048641503,-0.00039666078159150686,-0.00021330896098975538
aggregate_region_rows,error_rate,0.75,0.0033995269650510234,0.3007211997048235,0.3009345086658133,0.3008341551928692,-0.00011295548804568512,-0.00021330896098975538
aggregate_region_rows,error_rate,1.0,-inf,0.3007211997048235,0.3009345086658133,0.3009345086658133,-0.00021330896098975538,-0.00021330896098975538
aggregate_region_rows,calibration_abs_error,0.0,inf,0.03481803999599614,0.021120713087292006,0.03481803999599614,0.0,0.013697326908704135
aggregate_region_rows,calibration_abs_error,0.1,0.0668208113877155,0.03481803999599614,0.021120713087292006,0.03474750399543665,7.053600055949294e-05,0.013697326908704135
aggregate_region_rows,calibration_abs_error,0.25,0.03558137491543694,0.03481803999599614,0.021120713087292006,0.03430980112923294,0.000508238866763204,0.013697326908704135
aggregate_region_rows,calibration_abs_error,0.5,0.012066079569634899,0.03481803999599614,0.021120713087292006,0.031504681708314344,0.0033133582876817974,0.013697326908704135
aggregate_region_rows,calibration_abs_error,0.75,0.0033995269650510234,0.03481803999599614,0.021120713087292006,0.026950046982465743,0.0078679930135304,0.013697326908704135
aggregate_region_rows,calibration_abs_error,1.0,-inf,0.03481803999599614,0.021120713087292006,0.021120713087292006,0.013697326908704135,0.013697326908704135
aggregate_region_rows,pair_calibration_mae,0.0,inf,0.05378516489488384,0.03610120674711126,0.05378516489488384,0.0,0.01768395814777258
aggregate_region_rows,pair_calibration_mae,0.1,0.0668208113877155,0.05378516489488384,0.03610120674711126,0.053855225820797985,-7.00609259141477e-05,0.01768395814777258
aggregate_region_rows,pair_calibration_mae,0.25,0.03558137491543694,0.05378516489488384,0.03610120674711126,0.05309541483028217,0.0006897500646016672,0.01768395814777258
aggregate_region_rows,pair_calibration_mae,0.5,0.012066079569634899,0.05378516489488384,0.03610120674711126,0.050193762830063014,0.003591402064820823,0.01768395814777258
aggregate_region_rows,pair_calibration_mae,0.75,0.0033995269650510234,0.05378516489488384,0.03610120674711126,0.04395978047874787,0.009825384416135965,0.01768395814777258
aggregate_region_rows,pair_calibration_mae,1.0,-inf,0.05378516489488384,0.03610120674711126,0.03610120674711126,0.01768395814777258,0.01768395814777258
aggregate_region_rows,majority_edge_error,0.0,inf,0.08657294624609203,0.04652397616684953,0.08657294624609203,0.0,0.040048970079242505
aggregate_region_rows,majority_edge_error,0.1,0.0668208113877155,0.08657294624609203,0.04652397616684953,0.08712855473409899,-0.0005556084880069534,0.040048970079242505
aggregate_region_rows,majority_edge_error,0.25,0.03558137491543694,0.08657294624609203,0.04652397616684953,0.08562475634597784,0.0009481899001141936,0.040048970079242505
aggregate_region_rows,majority_edge_error,0.5,0.012066079569634899,0.08657294624609203,0.04652397616684953,0.0818874994287489,0.0046854468173431335,0.040048970079242505
aggregate_region_rows,majority_edge_error,0.75,0.0033995269650510234,0.08657294624609203,0.04652397616684953,0.07036091335260311,0.016212032893488923,0.040048970079242505
aggregate_region_rows,majority_edge_error,1.0,-inf,0.08657294624609203,0.04652397616684953,0.04652397616684953,0.040048970079242505,0.040048970079242505
