scope,outcome,n_regions,n_splits,mean_train_rho_cyc,mean_outcome,pearson_rho_cyc,pearson_p,spearman_rho_cyc,spearman_p,partial_beta_rho_cyc
aspect=truthful,test_pair_calibration_mae,60,1,0.039253884249831894,0.0705253278914601,0.16141038415588194,0.21792053115341276,0.08118921922756323,0.5374464439205132,0.15007287225054058
aspect=truthful,test_majority_edge_error,60,1,0.039253884249831894,0.15580603912828236,0.33252004009437836,0.009436285164558817,0.21936628177946077,0.09217395205450214,0.17278723950584282
group=all;aspect=harmless,test_log_loss,20,1,0.04675705242691143,0.6194049309547338,0.21064886503232247,0.3726852933782203,0.38646616541353385,0.09234164249328174,0.1805798434897229
group=all;aspect=harmless,test_brier,20,1,0.04675705242691143,0.21430018792271532,0.21084609303893112,0.37222749681449085,0.39097744360902253,0.08828010210661397,0.1896661906772713
group=all;aspect=harmless,test_error_rate,20,1,0.04675705242691143,0.33242429919811073,0.2814899704144539,0.22924573896788342,0.4481203007518797,0.04753173575066418,0.3793575935870312
group=all;aspect=harmless,test_calibration_abs_error,20,1,0.04675705242691143,0.08170895388454749,0.4477702345904738,0.04772652816711052,0.2300751879699248,0.3291382464700846,0.34669366283667563
group=all;aspect=harmless,test_pair_calibration_mae,20,1,0.04675705242691143,0.13752698961295654,0.4116911211721171,0.0713029978176173,0.5413533834586466,0.0136974953970477,0.17383571934821468
group=all;aspect=harmless,test_majority_edge_error,20,1,0.04675705242691143,0.17190642909851853,0.4780820511016148,0.032997858392140665,0.6542738860954723,0.0017498937208221745,0.544191265132252
group=all;aspect=helpful,test_log_loss,20,1,0.004318929635967093,0.5688926152542161,-0.3248193451712163,0.16231314678563324,-0.4195488721804511,0.065548285182185,0.10274874662638313
group=all;aspect=helpful,test_brier,20,1,0.004318929635967093,0.19193323215224473,-0.32203335863458976,0.16615593984438567,-0.4586466165413533,0.04195431160933542,0.10608053309038405
group=all;aspect=helpful,test_error_rate,20,1,0.004318929635967093,0.2832072597230447,-0.3024302947825964,0.19496676801812463,-0.437593984962406,0.05366144000429185,0.1319457321157207
group=all;aspect=helpful,test_calibration_abs_error,20,1,0.004318929635967093,0.019648183544477022,-0.26064041659608655,0.26704744259201174,-0.20902255639097742,0.3764723395871389,-0.36584481856869266
group=all;aspect=helpful,test_pair_calibration_mae,20,1,0.004318929635967093,0.026863360193767928,-0.14588749309817517,0.539402321890092,-0.10375939849624059,0.6633257542362446,-0.05965146267891329
group=all;aspect=helpful,test_majority_edge_error,20,1,0.004318929635967093,0.0,,,,,
