split_index,group,aspect,fit_ok,n_train_obs,train_weight,n_features,n_iter
22,normal,harmless,True,580,445.0,30000,20
22,expert,overall,True,8930,6433.5,30000,20
22,expert,helpful,True,8987,6478.5,30000,20
22,expert,truthful,True,2473,1808.5,30000,20
22,expert,harmless,True,749,572.5,30000,20
23,all,overall,True,18169,13322.0,30000,20
23,all,helpful,True,18162,13294.5,30000,20
23,all,truthful,True,4580,3380.5,30000,20
23,all,harmless,True,1358,1042.0,30000,20
23,normal,overall,True,9114,6807.5,30000,20
23,normal,helpful,True,9074,6739.0,30000,20
23,normal,truthful,True,2070,1545.5,30000,20
23,normal,harmless,True,598,462.0,30000,16
23,expert,overall,True,9055,6514.5,30000,20
23,expert,helpful,True,9088,6555.5,30000,20
23,expert,truthful,True,2510,1835.0,30000,20
23,expert,harmless,True,760,580.0,30000,20
24,all,overall,True,17871,13089.0,30000,20
24,all,helpful,True,17901,13098.5,30000,20
24,all,truthful,True,4409,3242.0,30000,20
24,all,harmless,True,1269,974.5,30000,20
24,normal,overall,True,9017,6723.5,30000,20
24,normal,helpful,True,8994,6675.5,30000,20
24,normal,truthful,True,1978,1465.0,30000,20
24,normal,harmless,True,565,440.0,30000,19
24,expert,overall,True,8854,6365.5,30000,20
24,expert,helpful,True,8907,6423.0,30000,20
24,expert,truthful,True,2431,1777.0,30000,20
24,expert,harmless,True,704,534.5,30000,20
25,all,overall,True,18033,13219.0,30000,20
25,all,helpful,True,18051,13209.0,30000,20
25,all,truthful,True,4461,3292.0,30000,20
25,all,harmless,True,1326,1019.0,30000,20
25,normal,overall,True,9067,6779.5,30000,20
25,normal,helpful,True,9033,6722.0,30000,20
25,normal,truthful,True,1997,1488.5,30000,20
25,normal,harmless,True,577,449.5,30000,20
25,expert,overall,True,8966,6439.5,30000,20
25,expert,helpful,True,9018,6487.0,30000,20
25,expert,truthful,True,2464,1803.5,30000,20
25,expert,harmless,True,749,569.5,30000,20
26,all,overall,True,17942,13146.5,30000,20
26,all,helpful,True,17992,13149.5,30000,20
26,all,truthful,True,4477,3282.5,30000,20
26,all,harmless,True,1373,1057.0,30000,20
26,normal,overall,True,9032,6736.0,30000,20
26,normal,helpful,True,9020,6691.5,30000,20
26,normal,truthful,True,2004,1481.0,30000,20
26,normal,harmless,True,605,466.5,30000,20
26,expert,overall,True,8910,6410.5,30000,20
26,expert,helpful,True,8972,6458.0,30000,20
26,expert,truthful,True,2473,1801.5,30000,20
26,expert,harmless,True,768,590.5,30000,20
27,all,overall,True,18022,13227.0,30000,20
27,all,helpful,True,18047,13228.0,30000,20
27,all,truthful,True,4520,3330.0,30000,20
27,all,harmless,True,1387,1066.0,30000,20
27,normal,overall,True,9057,6785.5,30000,20
27,normal,helpful,True,9017,6722.5,30000,20
27,normal,truthful,True,2030,1515.5,30000,20
27,normal,harmless,True,613,473.5,30000,19
27,expert,overall,True,8965,6441.5,30000,20
27,expert,helpful,True,9030,6505.5,30000,20
27,expert,truthful,True,2490,1814.5,30000,20
27,expert,harmless,True,774,592.5,30000,20
28,all,overall,True,17939,13162.0,30000,20
28,all,helpful,True,17961,13147.0,30000,20
28,all,truthful,True,4436,3261.5,30000,20
28,all,harmless,True,1342,1030.0,30000,20
28,normal,overall,True,9044,6769.0,30000,20
28,normal,helpful,True,9003,6692.5,30000,20
28,normal,truthful,True,1999,1487.0,30000,20
28,normal,harmless,True,584,453.5,30000,20
28,expert,overall,True,8895,6393.0,30000,20
28,expert,helpful,True,8958,6454.5,30000,20
28,expert,truthful,True,2437,1774.5,30000,20
28,expert,harmless,True,758,576.5,30000,20
29,all,overall,True,17982,13194.5,30000,20
29,all,helpful,True,17998,13173.5,30000,20
29,all,truthful,True,4499,3319.5,30000,20
29,all,harmless,True,1366,1050.0,30000,20
29,normal,overall,True,9036,6770.0,30000,20
29,normal,helpful,True,8999,6700.0,30000,20
29,normal,truthful,True,1991,1485.0,30000,20
29,normal,harmless,True,594,462.0,30000,16
29,expert,overall,True,8946,6424.5,30000,20
29,expert,helpful,True,8999,6473.5,30000,20
29,expert,truthful,True,2508,1834.5,30000,20
29,expert,harmless,True,772,588.0,30000,20
30,all,overall,True,18010,13171.0,30000,20
30,all,helpful,True,18023,13164.0,30000,20
30,all,truthful,True,4476,3288.5,30000,20
30,all,harmless,True,1331,1019.5,30000,20
30,normal,overall,True,9035,6745.0,30000,20
30,normal,helpful,True,9011,6692.0,30000,20
30,normal,truthful,True,2011,1493.5,30000,20
30,normal,harmless,True,584,451.0,30000,12
30,expert,overall,True,8975,6426.0,30000,20
30,expert,helpful,True,9012,6472.0,30000,20
30,expert,truthful,True,2465,1795.0,30000,20
30,expert,harmless,True,747,568.5,30000,20
31,all,overall,True,18073,13300.5,30000,20
31,all,helpful,True,18120,13277.0,30000,20
31,all,truthful,True,4482,3300.0,30000,20
31,all,harmless,True,1344,1042.0,30000,20
31,normal,overall,True,9137,6858.0,30000,20
31,normal,helpful,True,9122,6789.5,30000,20
31,normal,truthful,True,2008,1492.0,30000,20
31,normal,harmless,True,602,468.0,30000,20
31,expert,overall,True,8936,6442.5,30000,20
31,expert,helpful,True,8998,6487.5,30000,20
31,expert,truthful,True,2474,1808.0,30000,20
31,expert,harmless,True,742,574.0,30000,20
32,all,overall,True,18002,13222.5,30000,20
32,all,helpful,True,18030,13211.5,30000,20
32,all,truthful,True,4432,3252.0,30000,20
32,all,harmless,True,1362,1048.0,30000,20
32,normal,overall,True,9033,6771.5,30000,20
32,normal,helpful,True,9015,6717.5,30000,20
32,normal,truthful,True,1976,1462.5,30000,20
32,normal,harmless,True,602,467.0,30000,20
32,expert,overall,True,8969,6451.0,30000,20
32,expert,helpful,True,9015,6494.0,30000,20
32,expert,truthful,True,2456,1789.5,30000,20
32,expert,harmless,True,760,581.0,30000,18
33,all,overall,True,18016,13229.5,30000,20
33,all,helpful,True,18054,13221.0,30000,20
33,all,truthful,True,4550,3339.5,30000,20
33,all,harmless,True,1363,1037.0,30000,20
33,normal,overall,True,9060,6769.5,30000,20
33,normal,helpful,True,9034,6709.0,30000,20
33,normal,truthful,True,2047,1509.5,30000,20
33,normal,harmless,True,597,457.5,30000,12
33,expert,overall,True,8956,6460.0,30000,20
33,expert,helpful,True,9020,6512.0,30000,20
33,expert,truthful,True,2503,1830.0,30000,20
33,expert,harmless,True,766,579.5,30000,20
34,all,overall,True,18138,13316.0,30000,20
34,all,helpful,True,18166,13307.0,30000,20
34,all,truthful,True,4536,3344.0,30000,20
34,all,harmless,True,1382,1066.0,30000,20
34,normal,overall,True,9112,6831.0,30000,20
34,normal,helpful,True,9083,6778.0,30000,20
34,normal,truthful,True,2036,1511.5,30000,20
34,normal,harmless,True,603,472.0,30000,10
34,expert,overall,True,9026,6485.0,30000,20
34,expert,helpful,True,9083,6529.0,30000,20
34,expert,truthful,True,2500,1832.5,30000,20
34,expert,harmless,True,779,594.0,30000,20
35,all,overall,True,17848,13085.0,30000,20
35,all,helpful,True,17866,13077.0,30000,20
35,all,truthful,True,4422,3243.5,30000,20
35,all,harmless,True,1286,984.0,30000,20
35,normal,overall,True,9012,6735.5,30000,20
35,normal,helpful,True,8955,6664.5,30000,20
35,normal,truthful,True,1976,1461.0,30000,20
35,normal,harmless,True,574,441.0,30000,15
35,expert,overall,True,8836,6349.5,30000,20
35,expert,helpful,True,8911,6412.5,30000,20
35,expert,truthful,True,2446,1782.5,30000,20
35,expert,harmless,True,712,543.0,30000,20
36,all,overall,True,17972,13184.5,30000,20
36,all,helpful,True,17988,13172.5,30000,20
36,all,truthful,True,4446,3256.5,30000,20
36,all,harmless,True,1305,1001.5,30000,20
36,normal,overall,True,9039,6751.5,30000,20
36,normal,helpful,True,9004,6689.5,30000,20
36,normal,truthful,True,1983,1461.5,30000,20
36,normal,harmless,True,563,439.5,30000,19
36,expert,overall,True,8933,6433.0,30000,20
36,expert,helpful,True,8984,6483.0,30000,20
36,expert,truthful,True,2463,1795.0,30000,20
36,expert,harmless,True,742,562.0,30000,20
37,all,overall,True,17880,13101.0,30000,20
37,all,helpful,True,17909,13095.0,30000,20
37,all,truthful,True,4435,3255.0,30000,20
37,all,harmless,True,1307,998.0,30000,20
37,normal,overall,True,8993,6715.0,30000,20
37,normal,helpful,True,8946,6652.5,30000,20
37,normal,truthful,True,1996,1481.0,30000,20
37,normal,harmless,True,575,440.0,30000,15
37,expert,overall,True,8887,6386.0,30000,20
37,expert,helpful,True,8963,6442.5,30000,20
37,expert,truthful,True,2439,1774.0,30000,20
37,expert,harmless,True,732,558.0,30000,20
38,all,overall,True,18037,13217.5,30000,20
38,all,helpful,True,18060,13194.5,30000,20
38,all,truthful,True,4455,3301.0,30000,20
38,all,harmless,True,1333,1031.0,30000,20
38,normal,overall,True,9089,6801.5,30000,20
38,normal,helpful,True,9051,6724.5,30000,20
38,normal,truthful,True,2020,1508.0,30000,20
38,normal,harmless,True,590,460.5,30000,20
38,expert,overall,True,8948,6416.0,30000,20
38,expert,helpful,True,9009,6470.0,30000,20
38,expert,truthful,True,2435,1793.0,30000,20
38,expert,harmless,True,743,570.5,30000,12
39,all,overall,True,17974,13200.5,30000,20
39,all,helpful,True,18011,13200.5,30000,20
39,all,truthful,True,4461,3283.0,30000,20
39,all,harmless,True,1322,1016.5,30000,20
39,normal,overall,True,9063,6786.5,30000,20
39,normal,helpful,True,9029,6722.0,30000,20
39,normal,truthful,True,1989,1486.0,30000,20
39,normal,harmless,True,595,460.0,30000,20
39,expert,overall,True,8911,6414.0,30000,20
39,expert,helpful,True,8982,6478.5,30000,20
39,expert,truthful,True,2472,1797.0,30000,20
39,expert,harmless,True,727,556.5,30000,15
40,all,overall,True,18015,13204.5,30000,20
40,all,helpful,True,18048,13202.5,30000,20
40,all,truthful,True,4473,3281.5,30000,20
40,all,harmless,True,1322,1011.0,30000,20
40,normal,overall,True,9075,6782.0,30000,20
40,normal,helpful,True,9043,6719.0,30000,20
40,normal,truthful,True,2001,1479.0,30000,20
40,normal,harmless,True,574,444.5,30000,20
40,expert,overall,True,8940,6422.5,30000,20
40,expert,helpful,True,9005,6483.5,30000,20
40,expert,truthful,True,2472,1802.5,30000,20
40,expert,harmless,True,748,566.5,30000,20
41,all,overall,True,17946,13135.5,30000,20
41,all,helpful,True,17981,13142.0,30000,20
41,all,truthful,True,4482,3283.5,30000,20
41,all,harmless,True,1306,1010.0,30000,20
41,normal,overall,True,9007,6722.0,30000,20
41,normal,helpful,True,8994,6683.5,30000,20
41,normal,truthful,True,1978,1468.0,30000,20
41,normal,harmless,True,581,456.0,30000,20
41,expert,overall,True,8939,6413.5,30000,20
41,expert,helpful,True,8987,6458.5,30000,20
41,expert,truthful,True,2504,1815.5,30000,20
41,expert,harmless,True,725,554.0,30000,20
42,all,overall,True,17949,13157.5,30000,20
42,all,helpful,True,17968,13145.5,30000,20
42,all,truthful,True,4500,3313.5,30000,20
42,all,harmless,True,1317,1009.0,30000,20
42,normal,overall,True,9028,6753.0,30000,20
42,normal,helpful,True,9012,6699.0,30000,20
42,normal,truthful,True,2006,1492.5,30000,20
42,normal,harmless,True,575,446.5,30000,12
42,expert,overall,True,8921,6404.5,30000,20
42,expert,helpful,True,8956,6446.5,30000,20
42,expert,truthful,True,2494,1821.0,30000,20
42,expert,harmless,True,742,562.5,30000,20
43,all,overall,True,17916,13128.5,30000,20
43,all,helpful,True,17988,13170.0,30000,20
43,all,truthful,True,4425,3263.0,30000,20
43,all,harmless,True,1305,1001.0,30000,20
43,normal,overall,True,9008,6729.0,30000,20
43,normal,helpful,True,8995,6694.0,30000,20
43,normal,truthful,True,1977,1477.5,30000,20
43,normal,harmless,True,557,431.5,30000,18
43,expert,overall,True,8908,6399.5,30000,20
43,expert,helpful,True,8993,6476.0,30000,20
43,expert,truthful,True,2448,1785.5,30000,20
43,expert,harmless,True,748,569.5,30000,20
44,all,overall,True,17967,13161.0,30000,20
44,all,helpful,True,17969,13151.0,30000,20
44,all,truthful,True,4424,3254.0,30000,20
44,all,harmless,True,1372,1052.0,30000,20
44,normal,overall,True,9038,6747.5,30000,20
44,normal,helpful,True,8998,6688.5,30000,20
44,normal,truthful,True,1995,1479.0,30000,20
44,normal,harmless,True,616,477.0,30000,20
44,expert,overall,True,8929,6413.5,30000,20
44,expert,helpful,True,8971,6462.5,30000,20
44,expert,truthful,True,2429,1775.0,30000,20
44,expert,harmless,True,756,575.0,30000,20
45,all,overall,True,17880,13066.0,30000,20
45,all,helpful,True,17899,13073.5,30000,20
45,all,truthful,True,4416,3251.0,30000,20
45,all,harmless,True,1284,986.5,30000,20
45,normal,overall,True,9032,6723.5,30000,20
45,normal,helpful,True,8993,6673.5,30000,20
45,normal,truthful,True,1999,1486.5,30000,20
45,normal,harmless,True,563,434.5,30000,20
45,expert,overall,True,8848,6342.5,30000,20
45,expert,helpful,True,8906,6400.0,30000,20
45,expert,truthful,True,2417,1764.5,30000,20
45,expert,harmless,True,721,552.0,30000,20
46,all,overall,True,17960,13163.5,30000,20
46,all,helpful,True,17999,13168.0,30000,20
46,all,truthful,True,4511,3320.0,30000,20
46,all,harmless,True,1335,1032.0,30000,20
46,normal,overall,True,9012,6729.5,30000,20
46,normal,helpful,True,8979,6671.5,30000,20
46,normal,truthful,True,2021,1505.0,30000,20
46,normal,harmless,True,598,467.0,30000,20
46,expert,overall,True,8948,6434.0,30000,20
46,expert,helpful,True,9020,6496.5,30000,20
46,expert,truthful,True,2490,1815.0,30000,20
46,expert,harmless,True,737,565.0,30000,20
47,all,overall,True,17852,13068.0,30000,20
47,all,helpful,True,17883,13066.5,30000,20
47,all,truthful,True,4419,3265.5,30000,20
47,all,harmless,True,1324,1010.5,30000,20
47,normal,overall,True,9008,6726.0,30000,20
47,normal,helpful,True,8968,6658.0,30000,20
47,normal,truthful,True,1998,1497.0,30000,20
47,normal,harmless,True,589,456.0,30000,20
47,expert,overall,True,8844,6342.0,30000,20
47,expert,helpful,True,8915,6408.5,30000,20
47,expert,truthful,True,2421,1768.5,30000,20
47,expert,harmless,True,735,554.5,30000,18
48,all,overall,True,18038,13245.5,30000,20
48,all,helpful,True,18069,13242.5,30000,20
48,all,truthful,True,4516,3336.5,30000,20
48,all,harmless,True,1383,1066.5,30000,20
48,normal,overall,True,9078,6792.5,30000,20
48,normal,helpful,True,9045,6724.0,30000,20
48,normal,truthful,True,2030,1511.0,30000,20
48,normal,harmless,True,621,480.0,30000,11
48,expert,overall,True,8960,6453.0,30000,20
48,expert,helpful,True,9024,6518.5,30000,20
48,expert,truthful,True,2486,1825.5,30000,20
48,expert,harmless,True,762,586.5,30000,20
49,all,overall,True,17900,13130.0,30000,20
49,all,helpful,True,17940,13150.5,30000,20
49,all,truthful,True,4427,3251.0,30000,20
49,all,harmless,True,1329,1019.5,30000,20
49,normal,overall,True,9022,6746.0,30000,20
49,normal,helpful,True,9000,6706.0,30000,20
49,normal,truthful,True,1992,1475.5,30000,20
49,normal,harmless,True,574,446.0,30000,13
49,expert,overall,True,8878,6384.0,30000,20
49,expert,helpful,True,8940,6444.5,30000,20
49,expert,truthful,True,2435,1775.5,30000,20
49,expert,harmless,True,755,573.5,30000,20
