observed_cycle_rate,observed_cyclic_triples,observed_eligible_triples,observed_hodge_rho_cyc,null_cycle_rate_mean,null_cycle_rate_q95,null_cycle_rate_sd,p_ge_observed_cycle_rate,null_hodge_rho_cyc_mean,null_hodge_rho_cyc_q95,null_hodge_rho_cyc_q975,null_hodge_rho_cyc_sd,p_ge_observed_hodge_rho_cyc
0.015037593984962405,20,1330,0.04218026959387692,0.012759097744360902,0.02180451127819549,0.004987874711497838,0.3261347730453909,0.03647831843873649,0.042049169875555036,0.04315310044147209,0.0032969073547851413,0.04459108178364327
