scope,outcome,n_regions,n_splits,mean_train_rho_cyc,mean_outcome,pearson_rho_cyc,pearson_p,spearman_rho_cyc,spearman_p,partial_beta_rho_cyc
all,test_log_loss,2400,10,0.025096321781140896,0.6016990852730024,-0.09711329406992153,1.8759217409743356e-06,-0.03653520946791831,0.07353152721383682,-0.02567853320881397
all,test_brier,2400,10,0.025096321781140896,0.20243645511112887,-0.0738031459594087,0.00029614035398674,-0.0468456999732118,0.02173165591501197,-0.014700435083233175
all,test_error_rate,2400,10,0.025096321781140896,0.30618479547489047,-0.00409460622031689,0.841097176249252,0.002302752763054974,0.9102265675685202,-0.008609597127809728
all,test_calibration_abs_error,2400,10,0.025096321781140896,0.04777479962848794,0.16144198189593567,1.7606343795819102e-15,0.17675992304859775,2.692652293080777e-18,-0.014828135704479727
all,test_pair_calibration_mae,2400,10,0.025096321781140896,0.07284039342552712,0.25843215304142697,6.367764925510583e-38,0.3609837718721826,8.947862273706882e-75,0.011046212924198271
all,test_majority_edge_error,2400,10,0.025096321781140896,0.1087737403948136,0.17793851291998944,1.594459368473474e-18,0.10654819565250356,1.6772757523177137e-07,0.06491927101858364
group=all,test_log_loss,800,10,0.021021437655725082,0.5913373416701417,-0.07141240806844029,0.04345935354806787,-0.09268148856482589,0.00871651694576659,-0.005959432413232081
group=all,test_brier,800,10,0.021021437655725082,0.199956792111605,-0.04882641485786712,0.1676842318251207,-0.10185779977781216,0.0039269275077962705,-0.0002645514298882852
group=all,test_error_rate,800,10,0.021021437655725082,0.30415602923595775,-0.002015406075559008,0.9546127328608371,-0.07418621445932183,0.035912785461469546,-0.016306991428715563
group=all,test_calibration_abs_error,800,10,0.021021437655725082,0.04404850643423994,0.08788062568027236,0.01289829511657032,0.10952698363591194,0.0019196818740523573,-0.08550502445540539
group=all,test_pair_calibration_mae,800,10,0.021021437655725082,0.06764251142970883,0.23752699112803038,1.0076823441392755e-11,0.28383564661819793,2.7357497641742835e-16,0.011549347845477799
