scope,metric,route_top_rho_fraction,rho_threshold,pooled_value,all_group_head_value,routed_value,improvement_vs_pooled,all_group_head_improvement_vs_pooled
split_region_rows,pair_calibration_mae,0.1,0.07955432757301217,0.05579656490707858,0.056519928384676024,0.05593663392676797,-0.00014006901968938862,-0.0007233634775974454
split_region_rows,pair_calibration_mae,0.25,0.02807139256544406,0.05579656490707858,0.056519928384676024,0.05606570151721713,-0.00026913661013855394,-0.0007233634775974454
split_region_rows,pair_calibration_mae,0.5,0.008546512066958119,0.05579656490707858,0.056519928384676024,0.05623430234801222,-0.0004377374409336443,-0.0007233634775974454
split_region_rows,pair_calibration_mae,0.75,0.0018808084969799755,0.05579656490707858,0.056519928384676024,0.05637911385949431,-0.0005825489524157318,-0.0007233634775974454
split_region_rows,pair_calibration_mae,1.0,-inf,0.05579656490707858,0.056519928384676024,0.056519928384676024,-0.0007233634775974454,-0.0007233634775974454
split_region_rows,majority_edge_error,0.0,inf,0.08638513883029422,0.09113033016140877,0.08638513883029422,0.0,-0.004745191331114548
split_region_rows,majority_edge_error,0.1,0.07955432757301217,0.08638513883029422,0.09113033016140877,0.08658265168205753,-0.00019751285176330957,-0.004745191331114548
split_region_rows,majority_edge_error,0.25,0.02807139256544406,0.08638513883029422,0.09113033016140877,0.08738930491101424,-0.0010041660807200148,-0.004745191331114548
split_region_rows,majority_edge_error,0.5,0.008546512066958119,0.08638513883029422,0.09113033016140877,0.08913347278863733,-0.002748333958343105,-0.004745191331114548
split_region_rows,majority_edge_error,0.75,0.0018808084969799755,0.08638513883029422,0.09113033016140877,0.08963567790121721,-0.0032505390709229864,-0.004745191331114548
split_region_rows,majority_edge_error,1.0,-inf,0.08638513883029422,0.09113033016140877,0.09113033016140877,-0.004745191331114548,-0.004745191331114548
aggregate_region_rows,log_loss,0.0,inf,0.597470772031004,0.6174870179106423,0.597470772031004,0.0,-0.02001624587963835
aggregate_region_rows,log_loss,0.1,0.07157569570152282,0.597470772031004,0.6174870179106423,0.5979590627061963,-0.0004882906751922933,-0.02001624587963835
aggregate_region_rows,log_loss,0.25,0.03916864077865747,0.597470772031004,0.6174870179106423,0.5986199818910001,-0.0011492098599961142,-0.02001624587963835
aggregate_region_rows,log_loss,0.5,0.012919717782433456,0.597470772031004,0.6174870179106423,0.6014205349573607,-0.003949762926356737,-0.02001624587963835
aggregate_region_rows,log_loss,0.75,0.003612542522347723,0.597470772031004,0.6174870179106423,0.6084930926751683,-0.011022320644164307,-0.02001624587963835
aggregate_region_rows,log_loss,1.0,-inf,0.597470772031004,0.6174870179106423,0.6174870179106423,-0.02001624587963835,-0.02001624587963835
aggregate_region_rows,brier,0.0,inf,0.20163575651468185,0.2071071065433909,0.20163575651468185,0.0,-0.005471350028709049
aggregate_region_rows,brier,0.1,0.07157569570152282,0.20163575651468185,0.2071071065433909,0.2017615817149873,-0.00012582520030543498,-0.005471350028709049
aggregate_region_rows,brier,0.25,0.03916864077865747,0.20163575651468185,0.2071071065433909,0.20189564127215892,-0.00025988475747706907,-0.005471350028709049
aggregate_region_rows,brier,0.5,0.012919717782433456,0.20163575651468185,0.2071071065433909,0.20267653009156233,-0.0010407735768804827,-0.005471350028709049
aggregate_region_rows,brier,0.75,0.003612542522347723,0.20163575651468185,0.2071071065433909,0.20462750504403834,-0.0029917485293564916,-0.005471350028709049
aggregate_region_rows,brier,1.0,-inf,0.20163575651468185,0.2071071065433909,0.2071071065433909,-0.005471350028709049,-0.005471350028709049
aggregate_region_rows,error_rate,0.0,inf,0.30071430932840365,0.3056037159082005,0.30071430932840365,0.0,-0.004889406579796862
aggregate_region_rows,error_rate,0.1,0.07157569570152282,0.30071430932840365,0.3056037159082005,0.30083767606394607,-0.0001233667355424184,-0.004889406579796862
aggregate_region_rows,error_rate,0.25,0.03916864077865747,0.30071430932840365,0.3056037159082005,0.3007752421353381,-6.093280693442171e-05,-0.004889406579796862
aggregate_region_rows,error_rate,0.5,0.012919717782433456,0.30071430932840365,0.3056037159082005,0.3015656465795874,-0.000851337251183748,-0.004889406579796862
aggregate_region_rows,error_rate,0.75,0.003612542522347723,0.30071430932840365,0.3056037159082005,0.3034361408547146,-0.002721831526310947,-0.004889406579796862
aggregate_region_rows,error_rate,1.0,-inf,0.30071430932840365,0.3056037159082005,0.3056037159082005,-0.004889406579796862,-0.004889406579796862
aggregate_region_rows,calibration_abs_error,0.0,inf,0.03582367322728799,0.037425194465709404,0.03582367322728799,0.0,-0.0016015212384214161
aggregate_region_rows,calibration_abs_error,0.1,0.07157569570152282,0.03582367322728799,0.037425194465709404,0.036001710678073534,-0.00017803745078554672,-0.0016015212384214161
aggregate_region_rows,calibration_abs_error,0.25,0.03916864077865747,0.03582367322728799,0.037425194465709404,0.03621937123503258,-0.0003956980077445896,-0.0016015212384214161
