rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
44,21,78,108,13,0.12037037037037036,0.14202853124634163,0.010925271634333973,403.3306280959271,110.2032849615982,513.5339130575252,0.2145978720382064
45,20,79,124,17,0.13709677419354838,0.16986452442218875,0.009992030848364045,375.3444877753003,102.67078989277637,478.0152776680767,0.21478558257309238
46,21,78,126,13,0.10317460317460317,0.1265313782750349,0.009733182944233457,353.8214220394307,111.66238046186712,465.4838025012976,0.2398845671145686
47,20,79,111,3,0.02702702702702703,0.022420571765399352,0.007473523921799784,436.9697105997965,78.23277039713138,515.2024809969273,0.15184859018098937
48,19,81,141,12,0.0851063829787234,0.06787199342918446,0.005655999452432038,457.5864719153675,102.67060972356552,560.2570816389339,0.18325624626327017
49,21,64,60,1,0.016666666666666666,0.011830342138872083,0.011830342138872083,366.898073105304,75.0900938610564,441.98816696636004,0.16989163844916136
50,20,74,88,8,0.09090909090909091,0.036058669730379675,0.004507333716297459,336.1934021361472,83.30797948455853,419.5013816207056,0.1985880932327462
51,21,73,93,10,0.10752688172043011,0.08665647972491677,0.008665647972491678,329.73677026777995,110.5021207900856,440.2388910578655,0.25100490446120327
52,20,68,85,4,0.047058823529411764,0.0873731632352322,0.02184329080880805,384.7371129184015,98.05177235486151,482.78888527326257,0.20309451055270958
53,20,79,106,3,0.02830188679245283,0.04103399684028487,0.013677998946761624,433.0056062233714,81.9671048833762,514.9727111067474,0.15916786096726868
54,20,74,115,7,0.06086956521739131,0.06719216185350466,0.009598880264786377,402.56695383589164,89.63918522381998,492.2061390597122,0.18211716212045329
55,20,82,139,4,0.02877697841726619,0.0016115676204227754,0.00040289190510569385,491.45910902759067,94.35083890343064,585.809947931021,0.1610604928042984
56,20,66,83,0,0.0,0.0,0.0,395.7382497423252,52.33709895707847,448.07534869940355,0.11680423640575997
57,21,83,123,5,0.04065040650406504,0.05319553394266038,0.010639106788532075,510.7694689812835,120.09044233644018,630.8599113177241,0.19035992013757588
58,19,70,89,7,0.07865168539325842,0.1127107069937919,0.0161015295705417,322.80842355117704,97.05260913535174,419.86103268652795,0.2311541238165155
59,21,62,61,5,0.08196721311475409,0.08724441357861207,0.01744888271572241,357.1105394671449,75.46811618600506,432.5786556531504,0.1744610262197421
60,20,64,63,4,0.06349206349206349,0.011825233154160722,0.00295630828854018,330.8658789525465,66.43968373439685,397.3055626869437,0.16722565696052913
61,20,67,77,3,0.03896103896103896,0.011661501189174327,0.003887167063058109,437.9348061545035,61.94334895525804,499.8781551097623,0.12391689519150248
62,21,84,132,13,0.09848484848484848,0.03412647621017204,0.0026251135546286187,445.40001138407536,68.7649348609331,514.164946245008,0.1337410015270965
63,21,76,108,4,0.037037037037037035,0.08129815275788452,0.02032453818947113,449.0023246481381,98.17909978813137,547.1814244362685,0.17942696042593187
64,20,64,70,0,0.0,0.0,0.0,291.32489185438624,73.6626461273872,364.9875379817738,0.20182235956523442
65,21,80,114,8,0.07017543859649122,0.12436862144502309,0.015546077680627888,445.51862071893606,89.725018296998,535.2436390159341,0.16763397405704974
66,20,77,113,9,0.07964601769911504,0.030269587910193917,0.0033632875455771017,361.16705878852645,82.63557057741544,443.80262936594136,0.18619892066767715
67,19,80,123,9,0.07317073170731707,0.08757115927079297,0.009730128807865885,419.10282747992864,102.11815807253114,521.2209855524593,0.19592104098474228
