attribute,conditioning,threshold,score_delta,n_min,tau,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean
choice_creativity,low_q25,49.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,2.0,10,0.0,21,194,1068,43,0.040262172284644196,0.1981103869156587,0.004607218300364155
choice_creativity,low_q25,49.0,2.0,10,0.05,21,194,1068,24,0.02247191011235955,0.17733724599033407,0.0073890519162639196
choice_creativity,low_q25,49.0,2.0,10,0.1,21,194,1068,11,0.010299625468164793,0.11451643577777856,0.010410585070707142
choice_creativity,low_q25,49.0,2.0,25,0.0,21,61,73,9,0.1232876712328767,0.017889017456937654,0.001987668606326406
choice_creativity,low_q25,49.0,2.0,25,0.05,21,61,73,3,0.0410958904109589,0.010085739523840682,0.003361913174613561
choice_creativity,low_q25,49.0,2.0,25,0.1,21,61,73,2,0.0273972602739726,0.0077327983473700936,0.0038663991736850468
choice_creativity,low_q25,49.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,5.0,10,0.0,21,193,1058,45,0.04253308128544423,0.2862288688777396,0.006360641530616435
choice_creativity,low_q25,48.0,5.0,10,0.05,21,193,1058,29,0.027410207939508508,0.24142214025695793,0.008324901388170965
choice_creativity,low_q25,48.0,5.0,10,0.1,21,193,1058,15,0.014177693761814745,0.1919297405631734,0.012795316037544894
choice_creativity,low_q25,48.0,5.0,25,0.0,21,49,42,4,0.09523809523809523,0.00937935099647347,0.0023448377491183674
choice_creativity,low_q25,48.0,5.0,25,0.05,21,49,42,2,0.047619047619047616,0.005371776239790509,0.0026858881198952543
choice_creativity,low_q25,48.0,5.0,25,0.1,21,49,42,1,0.023809523809523808,0.0048019756699899385,0.0048019756699899385
choice_creativity,low_q25,48.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,10.0,10,0.0,21,189,1012,49,0.04841897233201581,0.32433289133491006,0.006619038598671634
choice_creativity,low_q25,48.0,10.0,10,0.05,21,189,1012,30,0.029644268774703556,0.28904865071430696,0.00963495502381023
choice_creativity,low_q25,48.0,10.0,10,0.1,21,189,1012,18,0.017786561264822136,0.2616416881445812,0.014535649341365623
choice_creativity,low_q25,48.0,10.0,25,0.0,21,36,16,0,0.0,0.0,0.0
choice_creativity,low_q25,48.0,10.0,25,0.05,21,36,16,0,0.0,0.0,0.0
choice_creativity,low_q25,48.0,10.0,25,0.1,21,36,16,0,0.0,0.0,0.0
choice_creativity,low_q25,48.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,48.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,0.0,10,0.0,21,202,1192,22,0.018456375838926176,0.05948056690920331,0.002703662132236514
choice_helpfulness,high_q75,100.0,0.0,10,0.05,21,202,1192,15,0.012583892617449664,0.046921096813898576,0.003128073120926571
choice_helpfulness,high_q75,100.0,0.0,10,0.1,21,202,1192,3,0.0025167785234899327,0.02226569773200756,0.00742189924400252
choice_helpfulness,high_q75,100.0,0.0,25,0.0,21,126,408,13,0.031862745098039214,0.03605425316176925,0.0027734040893668656
choice_helpfulness,high_q75,100.0,0.0,25,0.05,21,126,408,9,0.022058823529411766,0.027766218498845793,0.0030851353887606436
choice_helpfulness,high_q75,100.0,0.0,25,0.1,21,126,408,1,0.0024509803921568627,0.009129577757028738,0.009129577757028738
choice_helpfulness,high_q75,100.0,0.0,50,0.0,21,5,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,0.0,50,0.05,21,5,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,0.0,50,0.1,21,5,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,2.0,10,0.0,21,201,1176,28,0.023809523809523808,0.07554167028818173,0.0026979167960064906
choice_helpfulness,high_q75,100.0,2.0,10,0.05,21,201,1176,12,0.01020408163265306,0.055112153912500565,0.004592679492708381
choice_helpfulness,high_q75,100.0,2.0,10,0.1,21,201,1176,5,0.004251700680272109,0.029952529986924555,0.00599050599738491
choice_helpfulness,high_q75,100.0,2.0,25,0.0,21,119,351,19,0.05413105413105413,0.04861085775681981,0.0025584661977273585
choice_helpfulness,high_q75,100.0,2.0,25,0.05,21,119,351,8,0.022792022792022793,0.03309805453267229,0.004137256816584036
choice_helpfulness,high_q75,100.0,2.0,25,0.1,21,119,351,3,0.008547008547008548,0.017175570279018552,0.005725190093006184
choice_helpfulness,high_q75,100.0,2.0,50,0.0,21,4,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,2.0,50,0.05,21,4,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,2.0,50,0.1,21,4,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,5.0,10,0.0,21,199,1145,23,0.020087336244541485,0.11118102309536826,0.004833957525885576
choice_helpfulness,high_q75,100.0,5.0,10,0.05,21,199,1145,17,0.014847161572052401,0.10871166493236954,0.006394803819551149
choice_helpfulness,high_q75,100.0,5.0,10,0.1,21,199,1145,6,0.005240174672489083,0.06424743780380478,0.01070790630063413
choice_helpfulness,high_q75,100.0,5.0,25,0.0,21,108,272,13,0.04779411764705882,0.03263499745065267,0.0025103844192809746
choice_helpfulness,high_q75,100.0,5.0,25,0.05,21,108,272,9,0.03308823529411765,0.03089095356795545,0.003432328174217272
choice_helpfulness,high_q75,100.0,5.0,25,0.1,21,108,272,1,0.003676470588235294,0.0035714285714285713,0.0035714285714285713
choice_helpfulness,high_q75,100.0,5.0,50,0.0,21,1,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,5.0,50,0.05,21,1,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,5.0,50,0.1,21,1,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,10.0,10,0.0,21,198,1131,34,0.030061892130857647,0.27214317926574844,0.008004211154874956
choice_helpfulness,high_q75,100.0,10.0,10,0.05,21,198,1131,24,0.021220159151193633,0.2496933876928343,0.010403891153868097
choice_helpfulness,high_q75,100.0,10.0,10,0.1,21,198,1131,9,0.007957559681697613,0.1786674466373463,0.019851938515260698
choice_helpfulness,high_q75,100.0,10.0,25,0.0,21,88,169,7,0.04142011834319527,0.008947151515090119,0.0012781645021557313
choice_helpfulness,high_q75,100.0,10.0,25,0.05,21,88,169,2,0.011834319526627219,0.0038743307974077206,0.0019371653987038603
choice_helpfulness,high_q75,100.0,10.0,25,0.1,21,88,169,1,0.005917159763313609,0.0019019442096365174,0.0019019442096365174
choice_helpfulness,high_q75,100.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,high_q75,100.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,0.0,10,0.0,21,204,1222,28,0.022913256955810146,0.06432257875970761,0.0022972349557038424
choice_helpfulness,low_q25,72.0,0.0,10,0.05,21,204,1222,13,0.010638297872340425,0.049849170862433095,0.0038345516048025464
choice_helpfulness,low_q25,72.0,0.0,10,0.1,21,204,1222,6,0.004909983633387889,0.03289709403687449,0.005482849006145749
choice_helpfulness,low_q25,72.0,0.0,25,0.0,21,108,284,7,0.02464788732394366,0.013365314253245287,0.0019093306076064696
choice_helpfulness,low_q25,72.0,0.0,25,0.05,21,108,284,3,0.01056338028169014,0.01129214189559017,0.0037640472985300565
choice_helpfulness,low_q25,72.0,0.0,25,0.1,21,108,284,3,0.01056338028169014,0.01129214189559017,0.0037640472985300565
choice_helpfulness,low_q25,72.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,2.0,10,0.0,21,204,1222,35,0.028641571194762683,0.07177909851600663,0.002050831386171618
choice_helpfulness,low_q25,72.0,2.0,10,0.05,21,204,1222,13,0.010638297872340425,0.041329331112513065,0.003179179316347159
choice_helpfulness,low_q25,72.0,2.0,10,0.1,21,204,1222,4,0.0032733224222585926,0.021227701606958572,0.005306925401739643
choice_helpfulness,low_q25,72.0,2.0,25,0.0,21,99,223,6,0.026905829596412557,0.010313595814685139,0.0017189326357808568
choice_helpfulness,low_q25,72.0,2.0,25,0.05,21,99,223,2,0.008968609865470852,0.006722689075630252,0.003361344537815126
choice_helpfulness,low_q25,72.0,2.0,25,0.1,21,99,223,2,0.008968609865470852,0.006722689075630252,0.003361344537815126
choice_helpfulness,low_q25,72.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,5.0,10,0.0,21,203,1206,50,0.04145936981757877,0.15299673256823318,0.0030599346513646634
choice_helpfulness,low_q25,72.0,5.0,10,0.05,21,203,1206,27,0.022388059701492536,0.11008184254921481,0.004077105279600549
choice_helpfulness,low_q25,72.0,5.0,10,0.1,21,203,1206,5,0.0041459369817578775,0.034141960808489975,0.006828392161697995
choice_helpfulness,low_q25,72.0,5.0,25,0.0,21,83,135,7,0.05185185185185185,0.009186459365670835,0.0013123513379529764
choice_helpfulness,low_q25,72.0,5.0,25,0.05,21,83,135,3,0.022222222222222223,0.007910369200691781,0.002636789733563927
choice_helpfulness,low_q25,72.0,5.0,25,0.1,21,83,135,1,0.007407407407407408,0.004032258064516129,0.004032258064516129
choice_helpfulness,low_q25,72.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,10,0.0,21,201,1172,46,0.03924914675767918,0.16316793416050504,0.00354712900348924
choice_helpfulness,low_q25,72.0,10.0,10,0.05,21,201,1172,25,0.021331058020477817,0.12104247051751468,0.004841698820700587
choice_helpfulness,low_q25,72.0,10.0,10,0.1,21,201,1172,4,0.0034129692832764505,0.01337879197047439,0.0033446979926185973
choice_helpfulness,low_q25,72.0,10.0,25,0.0,21,46,26,2,0.07692307692307693,0.0026756392212057235,0.0013378196106028617
choice_helpfulness,low_q25,72.0,10.0,25,0.05,21,46,26,1,0.038461538461538464,0.0024630541871921183,0.0024630541871921183
choice_helpfulness,low_q25,72.0,10.0,25,0.1,21,46,26,0,0.0,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_helpfulness,low_q25,72.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
