attribute,conditioning,threshold,score_delta,n_min,tau,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean
choice_factuality,low_q25,68.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,5.0,10,0.0,21,206,1257,114,0.09069212410501193,0.5376310594698053,0.00471606192517373
choice_factuality,low_q25,68.0,5.0,10,0.05,21,206,1257,66,0.05250596658711217,0.46666100147812856,0.0070706212345170985
choice_factuality,low_q25,68.0,5.0,10,0.1,21,206,1257,22,0.017501988862370723,0.2532394018284855,0.011510881901294795
choice_factuality,low_q25,68.0,5.0,25,0.0,21,79,105,13,0.12380952380952381,0.05098306300572707,0.00392177407736362
choice_factuality,low_q25,68.0,5.0,25,0.05,21,79,105,6,0.05714285714285714,0.04313024316996985,0.007188373861661642
choice_factuality,low_q25,68.0,5.0,25,0.1,21,79,105,4,0.0380952380952381,0.03110928921353202,0.007777322303383006
choice_factuality,low_q25,68.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,10.0,10,0.0,21,205,1238,90,0.07269789983844911,0.6234992987681439,0.0069277699863127115
choice_factuality,low_q25,68.0,10.0,10,0.05,21,205,1238,67,0.05411954765751212,0.5924063557172919,0.008841885906228237
choice_factuality,low_q25,68.0,10.0,10,0.1,21,205,1238,28,0.022617124394184167,0.4487584167628572,0.016027086312959186
choice_factuality,low_q25,68.0,10.0,25,0.0,21,45,21,2,0.09523809523809523,0.01203571281435575,0.006017856407177875
choice_factuality,low_q25,68.0,10.0,25,0.05,21,45,21,1,0.047619047619047616,0.010667349377026795,0.010667349377026795
choice_factuality,low_q25,68.0,10.0,25,0.1,21,45,21,1,0.047619047619047616,0.010667349377026795,0.010667349377026795
choice_factuality,low_q25,68.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_factuality,low_q25,68.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,0.0,10,0.0,21,196,1099,55,0.05004549590536852,0.13796187124685821,0.0025083976590337853
choice_safety,high_q75,97.0,0.0,10,0.05,21,196,1099,33,0.03002729754322111,0.11207899171358263,0.0033963330822297765
choice_safety,high_q75,97.0,0.0,10,0.1,21,196,1099,4,0.003639672429481347,0.02034144220972178,0.005085360552430445
choice_safety,high_q75,97.0,0.0,25,0.0,21,101,258,19,0.07364341085271318,0.041885568000556386,0.002204503578976652
choice_safety,high_q75,97.0,0.0,25,0.05,21,101,258,9,0.03488372093023256,0.03029481274656251,0.0033660903051736125
choice_safety,high_q75,97.0,0.0,25,0.1,21,101,258,1,0.003875968992248062,0.00398247710075667,0.00398247710075667
choice_safety,high_q75,97.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,2.0,10,0.0,21,196,1099,55,0.05004549590536852,0.20991632567431995,0.0038166604668058166
choice_safety,high_q75,97.0,2.0,10,0.05,21,196,1099,40,0.036396724294813464,0.1696133919704351,0.004240334799260877
choice_safety,high_q75,97.0,2.0,10,0.1,21,196,1099,6,0.00545950864422202,0.05354165957387373,0.008923609928978955
choice_safety,high_q75,97.0,2.0,25,0.0,21,89,187,10,0.053475935828877004,0.02733860974988153,0.002733860974988153
choice_safety,high_q75,97.0,2.0,25,0.05,21,89,187,7,0.0374331550802139,0.02084515127273748,0.0029778787532482114
choice_safety,high_q75,97.0,2.0,25,0.1,21,89,187,0,0.0,0.0,0.0
choice_safety,high_q75,97.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,5.0,10,0.0,21,196,1099,47,0.042766151046405826,0.26787401002221234,0.005699447021749199
choice_safety,high_q75,97.0,5.0,10,0.05,21,196,1099,38,0.034576888080072796,0.2537093395104672,0.006676561566064926
choice_safety,high_q75,97.0,5.0,10,0.1,21,196,1099,8,0.007279344858962694,0.09441792335972037,0.011802240419965044
choice_safety,high_q75,97.0,5.0,25,0.0,21,77,134,5,0.03731343283582089,0.020947060378684313,0.004189412075736862
choice_safety,high_q75,97.0,5.0,25,0.05,21,77,134,4,0.029850746268656716,0.020432657086503242,0.0051081642716258105
choice_safety,high_q75,97.0,5.0,25,0.1,21,77,134,1,0.007462686567164179,0.005833333333333334,0.005833333333333334
choice_safety,high_q75,97.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,10.0,10,0.0,21,190,1009,34,0.03369672943508424,0.27341539528118985,0.008041629272976173
choice_safety,high_q75,97.0,10.0,10,0.05,21,190,1009,29,0.028741328047571853,0.2676943857323945,0.009230840887323951
choice_safety,high_q75,97.0,10.0,10,0.1,21,190,1009,6,0.005946481665014866,0.12372370921253026,0.020620618202088378
choice_safety,high_q75,97.0,10.0,25,0.0,21,48,28,0,0.0,0.0,0.0
choice_safety,high_q75,97.0,10.0,25,0.05,21,48,28,0,0.0,0.0,0.0
choice_safety,high_q75,97.0,10.0,25,0.1,21,48,28,0,0.0,0.0,0.0
choice_safety,high_q75,97.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,high_q75,97.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,0.0,10,0.0,21,201,1170,35,0.029914529914529916,0.41918350318848313,0.011976671519670946
choice_safety,low_q25,55.0,0.0,10,0.05,21,201,1170,27,0.023076923076923078,0.41387126357631776,0.015328565317641398
choice_safety,low_q25,55.0,0.0,10,0.1,21,201,1170,14,0.011965811965811967,0.3723997793754392,0.0265999842411028
choice_safety,low_q25,55.0,0.0,25,0.0,21,80,140,8,0.05714285714285714,0.040539539537236165,0.005067442442154521
choice_safety,low_q25,55.0,0.0,25,0.05,21,80,140,5,0.03571428571428571,0.03968305410488454,0.007936610820976908
choice_safety,low_q25,55.0,0.0,25,0.1,21,80,140,2,0.014285714285714285,0.02973339719029374,0.01486669859514687
choice_safety,low_q25,55.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,2.0,10,0.0,21,201,1170,35,0.029914529914529916,0.40821050861988106,0.011663157389139457
choice_safety,low_q25,55.0,2.0,10,0.05,21,201,1170,28,0.023931623931623933,0.4040846119411781,0.014431593283613502
choice_safety,low_q25,55.0,2.0,10,0.1,21,201,1170,8,0.006837606837606838,0.3264911201429065,0.04081139001786331
choice_safety,low_q25,55.0,2.0,25,0.0,21,65,80,6,0.075,0.02853525809960582,0.004755876349934304
choice_safety,low_q25,55.0,2.0,25,0.05,21,65,80,4,0.05,0.027715744237416066,0.006928936059354017
choice_safety,low_q25,55.0,2.0,25,0.1,21,65,80,0,0.0,0.0,0.0
choice_safety,low_q25,55.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,5.0,10,0.0,21,198,1123,25,0.02226179875333927,0.3972009824427534,0.015888039297710137
choice_safety,low_q25,55.0,5.0,10,0.05,21,198,1123,21,0.018699910952804988,0.39092533562552606,0.0186154921726441
choice_safety,low_q25,55.0,5.0,10,0.1,21,198,1123,10,0.008904719501335707,0.35452857421890455,0.03545285742189046
choice_safety,low_q25,55.0,5.0,25,0.0,21,51,45,1,0.022222222222222223,0.00010861301183881828,0.00010861301183881828
choice_safety,low_q25,55.0,5.0,25,0.05,21,51,45,0,0.0,0.0,0.0
choice_safety,low_q25,55.0,5.0,25,0.1,21,51,45,0,0.0,0.0,0.0
choice_safety,low_q25,55.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,10.0,10,0.0,21,195,1075,33,0.030697674418604652,0.46635178418716494,0.014131872248095907
choice_safety,low_q25,55.0,10.0,10,0.05,21,195,1075,23,0.021395348837209303,0.44305016715803386,0.019263050746001473
choice_safety,low_q25,55.0,10.0,10,0.1,21,195,1075,9,0.008372093023255815,0.37779087605076667,0.04197676400564074
choice_safety,low_q25,55.0,10.0,25,0.0,21,37,23,2,0.08695652173913043,0.0015028806584362138,0.0007514403292181069
choice_safety,low_q25,55.0,10.0,25,0.05,21,37,23,0,0.0,0.0,0.0
choice_safety,low_q25,55.0,10.0,25,0.1,21,37,23,0,0.0,0.0,0.0
choice_safety,low_q25,55.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_safety,low_q25,55.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,0.0,10,0.0,21,188,997,21,0.02106318956870612,0.17244957922229348,0.008211884724871119
choice_diversity,high_q75,87.0,0.0,10,0.05,21,188,997,10,0.010030090270812437,0.15944106129023522,0.01594410612902352
choice_diversity,high_q75,87.0,0.0,10,0.1,21,188,997,4,0.004012036108324975,0.11270288220551378,0.028175720551378448
choice_diversity,high_q75,87.0,0.0,25,0.0,21,73,120,6,0.05,0.015561832635335357,0.0025936387725558926
choice_diversity,high_q75,87.0,0.0,25,0.05,21,73,120,1,0.008333333333333333,0.008771929824561403,0.008771929824561403
choice_diversity,high_q75,87.0,0.0,25,0.1,21,73,120,1,0.008333333333333333,0.008771929824561403,0.008771929824561403
choice_diversity,high_q75,87.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,2.0,10,0.0,21,188,997,32,0.0320962888665998,0.24441457888978413,0.007637955590305753
choice_diversity,high_q75,87.0,2.0,10,0.05,21,188,997,18,0.01805416248746239,0.2278421660665828,0.012657898114810157
choice_diversity,high_q75,87.0,2.0,10,0.1,21,188,997,6,0.006018054162487462,0.16398735090853317,0.0273312251514222
choice_diversity,high_q75,87.0,2.0,25,0.0,21,66,97,7,0.07216494845360824,0.025831427787432547,0.003690203969633221
choice_diversity,high_q75,87.0,2.0,25,0.05,21,66,97,2,0.020618556701030927,0.018174673347087143,0.009087336673543571
choice_diversity,high_q75,87.0,2.0,25,0.1,21,66,97,1,0.010309278350515464,0.016578249336870028,0.016578249336870028
choice_diversity,high_q75,87.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,87.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,5.0,10,0.0,21,191,1041,18,0.01729106628242075,0.21486840390192039,0.011937133550106688
choice_diversity,high_q75,86.0,5.0,10,0.05,21,191,1041,9,0.008645533141210375,0.20551370542852074,0.022834856158724527
choice_diversity,high_q75,86.0,5.0,10,0.1,21,191,1041,6,0.005763688760806916,0.20207147016810367,0.03367857836135061
choice_diversity,high_q75,86.0,5.0,25,0.0,21,66,92,1,0.010869565217391304,0.017241379310344827,0.017241379310344827
choice_diversity,high_q75,86.0,5.0,25,0.05,21,66,92,1,0.010869565217391304,0.017241379310344827,0.017241379310344827
choice_diversity,high_q75,86.0,5.0,25,0.1,21,66,92,1,0.010869565217391304,0.017241379310344827,0.017241379310344827
choice_diversity,high_q75,86.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,10.0,10,0.0,21,180,903,12,0.013289036544850499,0.14855712902090384,0.012379760751741985
choice_diversity,high_q75,86.0,10.0,10,0.05,21,180,903,12,0.013289036544850499,0.14855712902090384,0.012379760751741985
choice_diversity,high_q75,86.0,10.0,10,0.1,21,180,903,10,0.01107419712070875,0.1422701450202595,0.01422701450202595
choice_diversity,high_q75,86.0,10.0,25,0.0,21,42,33,0,0.0,0.0,0.0
choice_diversity,high_q75,86.0,10.0,25,0.05,21,42,33,0,0.0,0.0,0.0
choice_diversity,high_q75,86.0,10.0,25,0.1,21,42,33,0,0.0,0.0,0.0
choice_diversity,high_q75,86.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,high_q75,86.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,0.0,10,0.0,21,204,1223,73,0.059689288634505316,0.32385135409143573,0.004436319919060763
choice_diversity,low_q25,50.0,0.0,10,0.05,21,204,1223,39,0.03188879803761243,0.26706884295066335,0.006847919050017009
choice_diversity,low_q25,50.0,0.0,10,0.1,21,204,1223,8,0.006541291905151268,0.12272197561173535,0.01534024695146692
choice_diversity,low_q25,50.0,0.0,25,0.0,21,102,251,21,0.08366533864541832,0.04052170888344167,0.001929605184925794
choice_diversity,low_q25,50.0,0.0,25,0.05,21,102,251,12,0.04780876494023904,0.03287284706679783,0.002739403922233152
choice_diversity,low_q25,50.0,0.0,25,0.1,21,102,251,2,0.00796812749003984,0.013367638077085357,0.006683819038542678
choice_diversity,low_q25,50.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,2.0,10,0.0,21,203,1207,66,0.05468102734051367,0.32696270237603253,0.004953980339030797
choice_diversity,low_q25,50.0,2.0,10,0.05,21,203,1207,37,0.030654515327257662,0.2818280875021248,0.007616975337895263
choice_diversity,low_q25,50.0,2.0,10,0.1,21,203,1207,13,0.010770505385252692,0.1634505129017091,0.012573116377054548
choice_diversity,low_q25,50.0,2.0,25,0.0,21,95,210,18,0.08571428571428572,0.040481193286427755,0.0022489551825793197
choice_diversity,low_q25,50.0,2.0,25,0.05,21,95,210,11,0.05238095238095238,0.03557392114797282,0.003233992831633892
choice_diversity,low_q25,50.0,2.0,25,0.1,21,95,210,1,0.004761904761904762,0.009852216748768473,0.009852216748768473
choice_diversity,low_q25,50.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,5.0,10,0.0,21,203,1207,90,0.07456503728251865,0.44619504958282785,0.004957722773142532
choice_diversity,low_q25,50.0,5.0,10,0.05,21,203,1207,53,0.043910521955260975,0.38473060554974425,0.007259068029240458
choice_diversity,low_q25,50.0,5.0,10,0.1,21,203,1207,21,0.01739850869925435,0.2747474855558892,0.013083213597899481
choice_diversity,low_q25,50.0,5.0,25,0.0,21,81,133,16,0.12030075187969924,0.03735477508213364,0.0023346734426333525
choice_diversity,low_q25,50.0,5.0,25,0.05,21,81,133,7,0.05263157894736842,0.02717694965329125,0.003882421379041607
choice_diversity,low_q25,50.0,5.0,25,0.1,21,81,133,3,0.022556390977443608,0.016841476809768528,0.005613825603256176
choice_diversity,low_q25,50.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,10.0,10,0.0,21,201,1176,73,0.06207482993197279,0.5084235516646686,0.0069647061871872425
choice_diversity,low_q25,50.0,10.0,10,0.05,21,201,1176,51,0.04336734693877551,0.45871371669767064,0.008994386601915112
choice_diversity,low_q25,50.0,10.0,10,0.1,21,201,1176,19,0.016156462585034014,0.3188748409645007,0.01678288636655267
choice_diversity,low_q25,50.0,10.0,25,0.0,21,52,39,6,0.15384615384615385,0.016498665699056354,0.0027497776165093923
choice_diversity,low_q25,50.0,10.0,25,0.05,21,52,39,2,0.05128205128205128,0.01329541047188106,0.00664770523594053
choice_diversity,low_q25,50.0,10.0,25,0.1,21,52,39,2,0.05128205128205128,0.01329541047188106,0.00664770523594053
choice_diversity,low_q25,50.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_diversity,low_q25,50.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,0.0,10,0.0,21,199,1149,30,0.02610966057441253,0.14210476078859058,0.0047368253596196865
choice_creativity,high_q75,83.0,0.0,10,0.05,21,199,1149,11,0.009573542210617928,0.10170032960642963,0.009245484509675422
choice_creativity,high_q75,83.0,0.0,10,0.1,21,199,1149,9,0.007832898172323759,0.09793812764848181,0.010882014183164647
choice_creativity,high_q75,83.0,0.0,25,0.0,21,76,134,7,0.05223880597014925,0.03575024896913882,0.005107178424162689
choice_creativity,high_q75,83.0,0.0,25,0.05,21,76,134,5,0.03731343283582089,0.03225216093267481,0.006450432186534963
choice_creativity,high_q75,83.0,0.0,25,0.1,21,76,134,3,0.022388059701492536,0.028489958974726993,0.009496652991575665
choice_creativity,high_q75,83.0,0.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,0.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,0.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,0.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,0.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,0.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,2.0,10,0.0,21,198,1132,46,0.04063604240282685,0.20855398592335916,0.00453378230268172
choice_creativity,high_q75,83.0,2.0,10,0.05,21,198,1132,26,0.022968197879858657,0.16758288885814063,0.006445495725313101
choice_creativity,high_q75,83.0,2.0,10,0.1,21,198,1132,11,0.009717314487632508,0.1236102589086225,0.011237296264420226
choice_creativity,high_q75,83.0,2.0,25,0.0,21,69,103,6,0.05825242718446602,0.04296956417664123,0.007161594029440204
choice_creativity,high_q75,83.0,2.0,25,0.05,21,69,103,5,0.04854368932038835,0.040733185754304554,0.008146637150860909
choice_creativity,high_q75,83.0,2.0,25,0.1,21,69,103,2,0.019417475728155338,0.03164152821338967,0.015820764106694835
choice_creativity,high_q75,83.0,2.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,2.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,2.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,2.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,2.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,2.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,5.0,10,0.0,21,194,1071,43,0.040149393090569564,0.28063473169093683,0.006526389109091556
choice_creativity,high_q75,83.0,5.0,10,0.05,21,194,1071,28,0.026143790849673203,0.2565665258939375,0.00916309021049777
choice_creativity,high_q75,83.0,5.0,10,0.1,21,194,1071,11,0.01027077497665733,0.20615328457288143,0.018741207688443767
choice_creativity,high_q75,83.0,5.0,25,0.0,21,56,61,5,0.08196721311475409,0.0444343396067534,0.00888686792135068
choice_creativity,high_q75,83.0,5.0,25,0.05,21,56,61,3,0.04918032786885246,0.04114353079870321,0.013714510266234404
choice_creativity,high_q75,83.0,5.0,25,0.1,21,56,61,3,0.04918032786885246,0.04114353079870321,0.013714510266234404
choice_creativity,high_q75,83.0,5.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,5.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,5.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,5.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,5.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,5.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,10.0,10,0.0,21,190,1024,27,0.0263671875,0.24468971033638717,0.009062581864310637
choice_creativity,high_q75,83.0,10.0,10,0.05,21,190,1024,23,0.0224609375,0.2300381301342349,0.010001657831923257
choice_creativity,high_q75,83.0,10.0,10,0.1,21,190,1024,12,0.01171875,0.20299712888539823,0.016916427407116515
choice_creativity,high_q75,83.0,10.0,25,0.0,21,31,12,0,0.0,0.0,0.0
choice_creativity,high_q75,83.0,10.0,25,0.05,21,31,12,0,0.0,0.0,0.0
choice_creativity,high_q75,83.0,10.0,25,0.1,21,31,12,0,0.0,0.0,0.0
choice_creativity,high_q75,83.0,10.0,50,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,10.0,50,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,10.0,50,0.1,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,10.0,100,0.0,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,10.0,100,0.05,21,0,0,0,,0.0,0.0
choice_creativity,high_q75,83.0,10.0,100,0.1,21,0,0,0,,0.0,0.0
choice_creativity,low_q25,49.0,0.0,10,0.0,21,195,1083,38,0.03508771929824561,0.13769285193768246,0.0036234961036232228
choice_creativity,low_q25,49.0,0.0,10,0.05,21,195,1083,22,0.020313942751615882,0.12373557028687238,0.005624344103948745
choice_creativity,low_q25,49.0,0.0,10,0.1,21,195,1083,9,0.008310249307479225,0.06088565719955947,0.006765073022173274
choice_creativity,low_q25,49.0,0.0,25,0.0,21,77,122,8,0.06557377049180328,0.015688516774578776,0.001961064596822347
choice_creativity,low_q25,49.0,0.0,25,0.05,21,77,122,3,0.02459016393442623,0.012051713544149583,0.004017237848049862
choice_creativity,low_q25,49.0,0.0,25,0.1,21,77,122,2,0.01639344262295082,0.009994570687006727,0.0049972853435033635
