attribute,conditioning,threshold,score_delta,n_min,n_models,n_edges,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
choice_safety,low_q25,55.0,2.0,50,0,0,,,,
choice_safety,low_q25,55.0,2.0,100,0,0,,,,
choice_safety,low_q25,55.0,5.0,10,21,198,519.9284199508377,150.44101705925289,670.3694370100908,0.22441508928305806
choice_safety,low_q25,55.0,5.0,25,18,51,162.1432863589873,27.14231788581439,189.28560424480185,0.14339346087149557
choice_safety,low_q25,55.0,5.0,50,0,0,,,,
choice_safety,low_q25,55.0,5.0,100,0,0,,,,
choice_safety,low_q25,55.0,10.0,10,21,195,523.4102851270068,149.73565064296673,673.1459357699747,0.22244158760565394
choice_safety,low_q25,55.0,10.0,25,18,37,124.1563608350021,12.341035789593557,136.49739662459547,0.09041224297877799
choice_safety,low_q25,55.0,10.0,50,0,0,,,,
choice_safety,low_q25,55.0,10.0,100,0,0,,,,
choice_diversity,high_q75,87.0,0.0,10,21,188,840.7129348153674,136.2501666287568,976.963101444124,0.13946296070686293
choice_diversity,high_q75,87.0,0.0,25,19,73,351.8925246942933,46.07049607771005,397.963020772003,0.11576577137327615
choice_diversity,high_q75,87.0,0.0,50,0,0,,,,
choice_diversity,high_q75,87.0,0.0,100,0,0,,,,
choice_diversity,high_q75,87.0,2.0,10,21,188,834.6655870618199,137.29422003181938,971.9598070936383,0.14125503856209612
choice_diversity,high_q75,87.0,2.0,25,19,66,326.92092506415815,42.13994715111113,369.0608722152697,0.1141815627816847
choice_diversity,high_q75,87.0,2.0,50,0,0,,,,
choice_diversity,high_q75,87.0,2.0,100,0,0,,,,
choice_diversity,high_q75,86.0,5.0,10,21,191,898.3967790808888,140.713372231648,1039.1101513125377,0.135417185612043
choice_diversity,high_q75,86.0,5.0,25,19,66,373.8666159927899,46.904220704755,420.77083669754484,0.11147212832734964
choice_diversity,high_q75,86.0,5.0,50,0,0,,,,
choice_diversity,high_q75,86.0,5.0,100,0,0,,,,
choice_diversity,high_q75,86.0,10.0,10,21,180,888.1733758915375,143.33563274979952,1031.5090086413368,0.13895722824427448
choice_diversity,high_q75,86.0,10.0,25,18,42,326.28335382193734,24.415587558136206,350.69894138007305,0.06961979258350712
choice_diversity,high_q75,86.0,10.0,50,0,0,,,,
choice_diversity,high_q75,86.0,10.0,100,0,0,,,,
choice_diversity,low_q25,50.0,0.0,10,21,204,500.1901238448942,147.64836324637702,647.8384870912714,0.22790921840612322
choice_diversity,low_q25,50.0,0.0,25,20,102,221.82229637755958,56.88672295009263,278.709019327652,0.20410793697069507
choice_diversity,low_q25,50.0,0.0,50,0,0,,,,
choice_diversity,low_q25,50.0,0.0,100,0,0,,,,
choice_diversity,low_q25,50.0,2.0,10,21,203,498.5324350772982,147.84053024528617,646.3729653225857,0.22872325758782827
choice_diversity,low_q25,50.0,2.0,25,20,95,211.86378382266352,55.98793655456223,267.8517203772258,0.20902586130756334
choice_diversity,low_q25,50.0,2.0,50,0,0,,,,
choice_diversity,low_q25,50.0,2.0,100,0,0,,,,
choice_diversity,low_q25,50.0,5.0,10,21,203,518.8073723368354,150.35357459480798,669.1609469316436,0.2246897032533594
choice_diversity,low_q25,50.0,5.0,25,20,81,191.51508122016205,45.95986324757522,237.47494446773703,0.19353563109820732
choice_diversity,low_q25,50.0,5.0,50,0,0,,,,
choice_diversity,low_q25,50.0,5.0,100,0,0,,,,
