rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
79,20,81,114,5,0.043859649122807015,0.015614971606350917,0.0031229943212701837,517.6889794965236,77.9253292964189,595.6143087929428,0.1308318624083099
80,21,85,136,6,0.04411764705882353,0.01963322799297957,0.0032722046654965944,649.4445343779663,100.05688647420446,749.501420852171,0.13349792767629634
81,20,76,108,2,0.018518518518518517,0.002902464934550496,0.001451232467275248,654.2420528421302,66.83779291576944,721.0798457578996,0.09269125091898633
82,21,77,130,8,0.06153846153846154,0.053394990039648656,0.006674373754956083,607.1969732493434,95.53041696105065,702.7273902103939,0.13594235587209602
83,21,86,148,8,0.05405405405405406,0.08481093029078089,0.01060136628634761,533.1960112708681,128.8069825803648,662.0029938512338,0.19457160130201842
84,20,73,104,4,0.038461538461538464,0.01990839268258623,0.004977098170646558,456.2368110600143,103.78794295069632,560.0247540107107,0.18532742027455332
85,21,81,118,4,0.03389830508474576,0.02971179611549253,0.007427949028873134,497.3291638194782,101.9508273795875,599.2799911990654,0.17012219476175044
86,21,96,171,9,0.05263157894736842,0.048943608707961134,0.005438178745329015,612.8394358942038,122.15623837343176,734.9956742676359,0.1661999419182305
87,21,89,154,10,0.06493506493506493,0.08472398608203047,0.008472398608203046,620.9335592075839,112.60403579696046,733.537595004544,0.15350819993931317
88,20,81,124,6,0.04838709677419355,0.007966215892768273,0.0013277026487947118,517.3942790313971,86.12240315119972,603.5166821825973,0.1427009487786502
89,20,82,125,4,0.032,0.02400410265358247,0.006001025663395617,556.2452786583631,82.97492610858671,639.2202047669495,0.12980648216343252
90,20,76,106,8,0.07547169811320754,0.05726511906113424,0.007158139882641781,478.19057956388684,71.77469762397455,549.965277187862,0.1305076894871985
91,21,79,100,5,0.05,0.019093639032765536,0.0038187278065531073,553.8746548529969,89.38054803922273,643.255202892219,0.13895036936716226
92,21,78,112,6,0.05357142857142857,0.05279934029481426,0.008799890049135712,470.9372062422057,134.92975878926757,605.8669650314724,0.22270525804663815
93,21,89,173,12,0.06936416184971098,0.0665484797133569,0.005545706642779741,560.4041898688648,100.36298625265871,660.7671761215238,0.1518885772167966
94,20,88,153,6,0.0392156862745098,0.06003774023633282,0.0100062900393888,601.7874512274369,114.47278469144436,716.2602359188812,0.1598201030168716
95,20,80,139,7,0.050359712230215826,0.04817027683543325,0.006881468119347607,481.71623284355576,93.54190399290589,575.2581368364615,0.1626085717054336
96,21,82,133,6,0.045112781954887216,0.0399214329308407,0.006653572155140117,639.439758136805,112.79246551294148,752.2322236497465,0.1499436769215829
97,20,90,167,13,0.07784431137724551,0.07337539674960937,0.005644261288431491,654.6866296310648,128.1106895883425,782.7973192194073,0.1636575476728668
98,20,75,111,3,0.02702702702702703,0.006809905350767747,0.0022699684502559157,586.1762099369829,65.20252283151048,651.378732768493,0.10009925033073525
99,20,82,133,5,0.03759398496240601,0.019511251704531933,0.003902250340906387,554.901073128704,101.05400822263792,655.9550813513414,0.15405629302307602
100,20,89,154,14,0.09090909090909091,0.11703925468483922,0.008359946763202801,524.6634133761913,127.13020157627477,651.7936149524662,0.19504671211844576
101,21,79,125,11,0.088,0.1275293801511085,0.011593580013737136,452.0221053718607,98.18362606840938,550.205731440269,0.17844893365867875
102,20,85,147,6,0.04081632653061224,0.07695770798762802,0.012826284664604668,576.4796422800518,99.4274573432951,675.9070996233463,0.14710225325152185
103,20,75,96,6,0.0625,0.07181488725462735,0.011969147875771226,570.3393089325319,86.41266364066671,656.7519725731978,0.1315757961138604
104,20,85,160,6,0.0375,0.04544591733278584,0.007574319555464306,525.9568141967268,66.57474572669456,592.5315599234217,0.11235645530053898
105,21,91,160,15,0.09375,0.07234266445403943,0.00482284429693596,532.7645296343175,123.81581870546555,656.5803483397835,0.18857679645536735
106,21,75,98,4,0.04081632653061224,0.0137149136577708,0.0034287284144427,452.9962340001942,87.133938979215,540.1301729794096,0.16132025822326473
107,20,82,121,9,0.0743801652892562,0.04384851670910819,0.0048720574121231324,622.8095755169776,120.59459102818019,743.4041665451584,0.16221941772081072
108,20,74,109,12,0.11009174311926606,0.2080972254822526,0.01734143545685438,415.2390137069928,88.8745774243092,504.11359113130186,0.17629871320243942
109,20,80,127,1,0.007874015748031496,0.0019047619047619048,0.0019047619047619048,675.6842488402951,84.74368240943289,760.4279312497277,0.11144209586063022
110,20,81,127,8,0.06299212598425197,0.04471827235215126,0.005589784044018908,565.2941497465323,107.95716995413278,673.2513197006643,0.16035196188272136
111,21,90,159,6,0.03773584905660377,0.022106620547882982,0.0036844367579804966,635.8538612126285,100.47630823183944,736.3301694444673,0.1364555092284823
112,20,81,127,9,0.07086614173228346,0.04256381245649414,0.004729312495166015,420.1918645688236,121.25389384940983,541.4457584182337,0.2239446739847736
113,20,86,163,5,0.03067484662576687,0.11461510535577507,0.022923021071155014,626.110268778197,93.0683731020457,719.1786418802424,0.12940925617413349
114,20,88,154,6,0.03896103896103896,0.04658856221533706,0.007764760369222845,616.5473630974705,106.18296436894511,722.7303274664157,0.14691920393209082
115,20,68,86,1,0.011627906976744186,0.017149669845928098,0.017149669845928098,622.7888415410857,72.45304081822545,695.2418823593121,0.10421271021871574
116,20,94,176,13,0.07386363636363637,0.0926359507477953,0.0071258423652150234,641.9009124568294,132.74405133602693,774.6449637928572,0.17136114935296107
117,19,79,119,8,0.06722689075630252,0.08458388825296116,0.010572986031620147,482.66715261617634,99.20775894650697,581.8749115626829,0.17049671153560253
118,20,88,135,6,0.044444444444444446,0.03721660868719692,0.006202768114532821,675.9322767550054,85.8653415404554,761.7976182954615,0.11271411130502212
119,21,82,145,7,0.04827586206896552,0.017053804316296408,0.0024362577594709152,536.9094116901864,73.65646290746885,610.5658745976547,0.12063638989978982
120,20,84,144,10,0.06944444444444445,0.04866506633154783,0.004866506633154783,539.9592134431128,89.55376610387215,629.5129795469849,0.14225880802063454
121,20,76,106,0,0.0,0.0,0.0,674.6353614409111,75.05056386974239,749.6859253106551,0.1001093409065175
122,20,78,109,1,0.009174311926605505,0.023809523809523808,0.023809523809523808,659.9902637492723,94.2976772526834,754.2879410019567,0.12501549093761632
123,21,78,100,11,0.11,0.14428559161655824,0.013116871965141658,491.30424233198386,136.26047052828824,627.5647128602716,0.21712576844426063
124,20,72,106,8,0.07547169811320754,0.06228226257112125,0.0077852828213901566,521.5523243366126,89.93487229849397,611.4871966351058,0.1470756424556196
125,20,78,117,7,0.05982905982905983,0.01631256696900403,0.0023303667098577186,598.2214270258403,65.00503640833578,663.2264634341772,0.09801333329152856
126,21,76,117,6,0.05128205128205128,0.015448688109978433,0.0025747813516630723,494.69340888011976,81.73763710578778,576.4310459859065,0.14179950520532206
127,20,86,149,13,0.087248322147651,0.03357115953368323,0.0025823968872064024,555.5938579098566,100.70928698557091,656.3031448954271,0.15344934390283557
128,20,77,100,0,0.0,0.0,0.0,611.6883838862024,81.64375361150675,693.3321374977095,0.11775561696327178
129,20,91,173,7,0.04046242774566474,0.07002678839687129,0.010003826913838759,589.0747466102781,145.80469529168437,734.8794419019624,0.19840627860581198
130,20,80,124,8,0.06451612903225806,0.04289730900927857,0.0053621636261598216,524.2009618885588,88.12694050679956,612.3279023953583,0.1439211575400318
131,20,92,162,14,0.08641975308641975,0.08471939335354219,0.006051385239538727,629.811423344947,112.15075643773145,741.9621797826783,0.15115427644921275
132,20,90,155,2,0.012903225806451613,0.002151511117028358,0.001075755558514179,593.313157054533,87.18286233109849,680.4960193856326,0.12811663822781677
133,20,78,114,9,0.07894736842105263,0.06686680899714555,0.007429645444127283,541.3412533637178,103.165655102533,644.5069084662505,0.1600691222194017
134,20,89,147,8,0.05442176870748299,0.08763035302114672,0.01095379412764334,591.2490780262386,113.28750033015409,704.5365783563923,0.1607971875561686
135,20,80,127,3,0.023622047244094488,0.004318919905126802,0.0014396399683756006,667.5714863399899,86.60502033498406,754.1765066749748,0.1148338877815349
136,20,76,108,6,0.05555555555555555,0.020925976885812433,0.0034876628143020723,432.5937333323918,98.99842723417122,531.5921605665623,0.18623003606497943
137,20,76,115,4,0.034782608695652174,0.05533776971163541,0.013834442427908853,516.6000403787494,107.05309243893866,623.6531328176876,0.17165486198276417
138,21,86,147,4,0.027210884353741496,0.013496079943448364,0.003374019985862091,650.8972603840961,82.49075255909086,733.3880129431877,0.112479003069663
139,20,88,147,4,0.027210884353741496,0.006498242498242498,0.0016245606245606247,667.7502373157204,120.92259006454086,788.6728273802597,0.15332414895820654
140,20,81,123,6,0.04878048780487805,0.0563165113984299,0.009386085233071651,676.228933075217,80.71647138184531,756.9454044570632,0.10663446915268755
141,20,83,134,9,0.06716417910447761,0.09616978097110152,0.01068553121901128,544.609558767791,105.47953069634875,650.0890894641406,0.162253962427356
142,20,92,181,2,0.011049723756906077,0.013179853222077006,0.006589926611038503,598.4451066902387,118.84860247518398,717.2937091654228,0.16569028970498753
143,20,78,106,6,0.05660377358490566,0.028462771041990482,0.00474379517366508,621.6236732090194,98.91326586205913,720.5369390710789,0.13727716165333423
144,20,81,122,5,0.040983606557377046,0.037208991141606015,0.007441798228321203,678.4343754286008,102.49432954290063,780.9287049715014,0.13124671802996535
145,20,81,140,3,0.02142857142857143,0.01239648423471953,0.004132161411573176,610.2111568531435,85.6305098416519,695.8416666947935,0.1230603367694144
146,20,78,116,7,0.0603448275862069,0.03660766261550575,0.005229666087929393,563.0018307331761,76.51244142587292,639.5142721590495,0.11964149160824984
147,21,85,133,8,0.06015037593984962,0.03787195700793966,0.004733994625992458,553.5444915577858,102.91102123186725,656.4555127896526,0.1567677005171909
148,21,83,127,2,0.015748031496062992,0.012100075318466123,0.006050037659233062,590.6541291578926,57.80315220887792,648.4572813667696,0.08913949132785551
149,20,82,134,13,0.09701492537313433,0.05920250034221275,0.0045540384878625184,476.8774364968721,109.74647604590223,586.6239125427752,0.18708149071216013
150,20,83,129,6,0.046511627906976744,0.03463580333451168,0.00577263388908528,462.6345705106353,113.83711947967187,576.4716899903065,0.19747217678909101
151,20,74,115,3,0.02608695652173913,0.0045973653451339865,0.0015324551150446622,501.06113818701664,85.9305835943588,586.9917217813747,0.14639147436965674
