rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,hodge_n_models,hodge_n_edges,hodge_gradient_energy,hodge_cyclic_residual_energy,hodge_total_energy,hodge_rho_cyc
0,19,56,65,2,0.03076923076923077,0.009317094967817992,0.004658547483908996,19,56,255.16609473108963,30.363264042789915,285.52935877387955,0.10634025227099543
1,19,56,65,4,0.06153846153846154,0.010733365015901167,0.002683341253975292,19,56,258.22807386483174,22.947676884219156,281.17575074905085,0.08161328572285005
2,19,56,65,0,0.0,0.0,0.0,19,56,272.5215697916278,32.00883234295429,304.530402134582,0.10510882367931375
3,19,56,65,4,0.06153846153846154,0.0035902204289698335,0.0008975551072424584,19,56,214.3532963687553,29.018553031815614,243.37184940057088,0.11923545431934227
4,19,56,65,4,0.06153846153846154,0.03566445265541756,0.008916113163854388,19,56,235.78763918917412,33.730619277136896,269.51825846631107,0.12515151837608476
5,19,56,65,1,0.015384615384615385,0.003174603174603174,0.003174603174603174,19,56,246.53723398063434,21.76265653377345,268.2998905144075,0.08111317709466159
6,19,56,65,3,0.046153846153846156,0.003921893512478033,0.0013072978374926777,19,56,257.78457489523873,33.63864754737767,291.4232224426161,0.11542885040330451
7,19,56,65,1,0.015384615384615385,0.005898810125728925,0.005898810125728925,19,56,258.9786464357825,38.869838826941134,297.84848526272356,0.1305020530577994
8,19,56,65,6,0.09230769230769231,0.019778170727373548,0.0032963617878955915,19,56,267.36949510852475,36.2358051523694,303.60530026089407,0.119351688265097
9,19,56,65,1,0.015384615384615385,0.02420721374969741,0.02420721374969741,19,56,242.31271841741793,37.98950225269577,280.30222067011357,0.13553050761379964
10,19,56,65,2,0.03076923076923077,0.01650467836930161,0.008252339184650804,19,56,230.75782124741357,36.529888933314126,267.28771018072763,0.13666879374519053
11,19,56,65,4,0.06153846153846154,0.005034187834864855,0.0012585469587162138,19,56,300.3986943737361,30.677461026036404,331.07615539977235,0.09265983226425221
12,19,56,65,3,0.046153846153846156,0.004059960606661242,0.001353320202220414,19,56,244.61538684219596,24.579456741619765,269.1948435838155,0.09130730891569547
13,19,56,65,3,0.046153846153846156,0.008000630661051961,0.0026668768870173206,19,56,266.27749885906604,29.818962947900832,296.09646180696683,0.10070692086601361
14,19,56,65,1,0.015384615384615385,0.0023472604117765407,0.0023472604117765407,19,56,267.52985513050885,25.745027695190018,293.2748828256987,0.08778463210738369
15,19,56,65,5,0.07692307692307693,0.027612765691804132,0.0055225531383608275,19,56,273.1455514056312,40.22366600429689,313.36921740992796,0.12835870203447286
16,19,56,65,0,0.0,0.0,0.0,19,56,261.5801861028938,26.93703715202004,288.5172232549137,0.09336370580629202
17,19,56,65,4,0.06153846153846154,0.04330793854535512,0.01082698463633878,19,56,276.8844513287709,27.84924885970229,304.7337001884731,0.09138880551274098
18,19,56,65,2,0.03076923076923077,0.006932703139692719,0.0034663515698463597,19,56,272.88914214924273,28.285731735270062,301.17487388451275,0.09391796656355998
19,19,56,65,0,0.0,0.0,0.0,19,56,289.57167665347544,22.83030468867735,312.40198134215274,0.07307989722277998
20,19,56,65,6,0.09230769230769231,0.01248546509748116,0.0020809108495801936,19,56,243.04665512144794,38.18956442758012,281.2362195490279,0.13579177137574394
21,19,56,65,6,0.09230769230769231,0.014693649945927817,0.002448941657654636,19,56,270.116805170403,44.124634556773806,314.2414397271765,0.14041634545425544
22,19,56,65,4,0.06153846153846154,0.007856670405111326,0.0019641676012778315,19,56,278.04783937598734,41.47284462228787,319.5206839982751,0.12979705759052443
23,19,56,65,0,0.0,0.0,0.0,19,56,258.9456716714296,34.48569390056312,293.4313655719927,0.11752558842283045
24,19,56,65,2,0.03076923076923077,0.03132104964001516,0.01566052482000758,19,56,275.21398338002746,45.73943326156869,320.95341664159594,0.14251112744079386
25,19,56,65,5,0.07692307692307693,0.02648631279049486,0.005297262558098972,19,56,268.40552477731177,35.93939937458563,304.3449241518971,0.11808772390318707
26,19,56,65,5,0.07692307692307693,0.011388655204702553,0.0022777310409405104,19,56,273.19933474768345,26.891111810014205,300.0904465576973,0.08961002297300373
27,19,56,65,2,0.03076923076923077,0.0049837638310427,0.00249188191552135,19,56,229.82783818918833,27.941180523848068,257.7690187130365,0.10839619386127168
28,19,56,65,3,0.046153846153846156,0.01035146408390342,0.0034504880279678067,19,56,269.4658828968911,35.6160345615353,305.08191745842623,0.11674252888615966
29,19,56,65,1,0.015384615384615385,0.0012315270935960591,0.0012315270935960591,19,56,272.82839882062717,43.60544610147942,316.4338449221067,0.13780272496519244
30,19,56,65,2,0.03076923076923077,0.003403268860258107,0.0017016344301290535,19,56,274.411126836422,25.806616837999393,300.2177436744213,0.0859596655485694
31,19,56,65,2,0.03076923076923077,0.010823484507695033,0.0054117422538475166,19,56,279.1621401854419,35.779889874448635,314.94203005989056,0.11360785941350729
32,19,56,65,1,0.015384615384615385,0.0035035035035035035,0.0035035035035035035,19,56,286.8031393444177,44.68935386836274,331.4924932127805,0.13481256674997238
33,19,56,65,3,0.046153846153846156,0.033575816614318174,0.011191938871439391,19,56,190.07263539944194,23.916774078757943,213.9894094782,0.11176615766676268
34,19,56,65,3,0.046153846153846156,0.002233744807798283,0.0007445816025994276,19,56,256.38690970713014,21.159185307678214,277.5460950148082,0.07623665289381674
35,19,56,65,5,0.07692307692307693,0.01699388787545747,0.003398777575091494,19,56,253.5781059538358,31.445756594601637,285.02386254843736,0.11032675058656781
36,19,56,65,7,0.1076923076923077,0.08167733960762308,0.011668191372517582,19,56,260.0393653283083,52.384202768672466,312.42356809698026,0.16767045805075673
37,19,56,65,4,0.06153846153846154,0.053881016754639785,0.013470254188659946,19,56,283.90607015878453,43.58530158556722,327.49137174435157,0.13308839666038916
38,19,56,65,0,0.0,0.0,0.0,19,56,252.81422725247353,19.891744996727127,272.70597224920056,0.0729420952268325
39,19,56,65,4,0.06153846153846154,0.00555064145256952,0.00138766036314238,19,56,260.67511970790326,33.3659846409588,294.04110434886184,0.11347387881312027
40,19,56,65,7,0.1076923076923077,0.043173674864774816,0.0061676678378249725,19,56,271.797410420448,47.51384348620555,319.3112539066536,0.14880103004479633
41,19,56,65,2,0.03076923076923077,0.009849556758308418,0.004924778379154209,19,56,252.32844994547594,28.720881523051737,281.0493314685274,0.10219160235315476
42,19,56,65,0,0.0,0.0,0.0,19,56,286.38179853167367,27.19978901280483,313.5815875444787,0.08673911381658142
43,19,56,65,6,0.09230769230769231,0.016087897026022292,0.0026813161710037147,19,56,268.1256471860128,29.88955450325699,298.0152016892696,0.10029540216012812
44,19,56,65,4,0.06153846153846154,0.003471669743016992,0.000867917435754248,19,56,250.8018837480762,29.791399778002692,280.59328352607866,0.10617288982697208
45,19,56,65,2,0.03076923076923077,0.01056228642435539,0.005281143212177695,19,56,279.4506570837767,30.22750167948757,309.67815876326415,0.09760940778066049
46,19,56,65,5,0.07692307692307693,0.029719070929212034,0.005943814185842406,19,56,258.43893632907884,40.697780018771184,299.1367163478499,0.13605076807571134
47,19,56,65,4,0.06153846153846154,0.02566229243092424,0.006415573107731061,19,56,246.47566669835894,31.927146486695136,278.40281318505424,0.11467968344656479
48,19,56,65,3,0.046153846153846156,0.01669806474773727,0.00556602158257909,19,56,285.6055831894739,34.170816907256366,319.7764000967302,0.1068584701588983
49,19,56,65,3,0.046153846153846156,0.015520241551315503,0.005173413850438501,19,56,264.9566451830704,31.81981549594439,296.77646067901446,0.10721812445347496
50,19,56,65,3,0.046153846153846156,0.008405668939943134,0.002801889646647711,19,56,247.87843134039545,40.583759582904364,288.4621909232997,0.14069004833182913
51,19,56,65,3,0.046153846153846156,0.006851382240703708,0.00228379408023457,19,56,297.6145800699351,32.88255452451064,330.4971345944455,0.09949421971497867
52,19,56,65,3,0.046153846153846156,0.005300206675009469,0.0017667355583364899,19,56,240.01202363342378,28.446365385360135,268.45838901878415,0.10596191644199181
53,19,56,65,1,0.015384615384615385,0.003994806751223409,0.003994806751223409,19,56,257.53240046912356,26.32484513202087,283.8572456011446,0.09273973287618881
54,19,56,65,1,0.015384615384615385,0.00019704433497536947,0.00019704433497536947,19,56,225.7175350305592,26.059034661946782,251.77656969250592,0.10350063428766472
55,19,56,65,0,0.0,0.0,0.0,19,56,277.24016119745284,22.227180256975274,299.4673414544278,0.07422238481506589
56,19,56,65,2,0.03076923076923077,0.007731667664926842,0.003865833832463421,19,56,234.63059019180497,23.425748092275576,258.0563382840802,0.09077765052407837
57,19,56,65,5,0.07692307692307693,0.03288484371959475,0.00657696874391895,19,56,291.47844942879277,40.55505770728227,332.03350713607483,0.1221414611347098
58,19,56,65,1,0.015384615384615385,0.0016003657978966618,0.0016003657978966618,19,56,267.6419287640905,24.696231412739362,292.3381601768299,0.08447830210671461
59,19,56,65,3,0.046153846153846156,0.02930765896648035,0.009769219655493449,19,56,278.9315064868784,41.48007078540062,320.411577272279,0.12945871412802207
60,19,56,65,2,0.03076923076923077,0.04373289545703339,0.021866447728516696,19,56,244.018998892213,40.887241313914004,284.90624020612694,0.14351121717914103
61,19,56,65,3,0.046153846153846156,0.0033252469685107256,0.0011084156561702418,19,56,256.10302122877056,38.81668374870873,294.91970497747934,0.13161780340066748
62,19,56,65,8,0.12307692307692308,0.03123881941560079,0.0039048524269500984,19,56,252.59851743772313,32.91602300024985,285.51454043797264,0.11528667839388299
63,19,56,65,1,0.015384615384615385,0.0166256157635468,0.0166256157635468,19,56,267.4913851610292,45.763452345821655,313.25483750685083,0.14609016962051166
64,19,56,65,6,0.09230769230769231,0.020579177367970474,0.003429862894661746,19,56,250.01487123282166,29.545118775139926,279.55999000796146,0.10568436053491963
65,19,56,65,3,0.046153846153846156,0.01212224001434235,0.00404074667144745,19,56,257.63376962169343,27.140719746806077,284.7744893684994,0.09530600794682093
