rep,n_models,n_edges,eligible_triples,cyclic_triples,cycle_rate,weighted_cycle_intensity_sum,weighted_cycle_intensity_mean,gradient_energy,cyclic_residual_energy,total_energy,rho_cyc
0,20,85,146,8,0.0547945205479452,0.03551239319416756,0.004439049149270946,738.3152433500809,102.84005554304503,841.1552988931265,0.12226048587980354
1,20,103,241,15,0.06224066390041494,0.21701454646216287,0.014467636430810858,720.9686893059245,164.61807849964052,885.5867678055668,0.18588588321791966
2,20,81,130,5,0.038461538461538464,0.0653777945212873,0.013075558904257458,675.9978968236225,130.7691753127848,806.7670721364092,0.16209037258609654
3,21,89,164,11,0.06707317073170732,0.11387441261356343,0.010352219328505765,774.4848550899065,131.72810306346207,906.2129581533687,0.14536108966251202
4,20,87,157,7,0.044585987261146494,0.07654001220107128,0.010934287457295898,748.9111433381473,106.227139106179,855.1382824443255,0.12422217702912278
5,20,82,131,9,0.06870229007633588,0.07801715778674304,0.008668573087415893,569.3095858527964,119.60788338561592,688.9174692384141,0.1736171438907483
6,20,80,121,5,0.04132231404958678,0.05766126346771508,0.011532252693543014,564.8956160466762,114.75299995503147,679.6486160017079,0.16884165913573068
7,20,91,180,12,0.06666666666666667,0.06577011706242707,0.005480843088535589,653.106120721311,114.9979200280212,768.104040749332,0.14971659297070455
8,20,83,151,9,0.059602649006622516,0.06409075514546068,0.007121195016162298,655.1930304059284,137.15017336098214,792.3432037669087,0.17309440241167126
9,20,83,147,7,0.047619047619047616,0.11085590668796622,0.015836558098280887,652.7325598147705,110.78490687257889,763.5174666873477,0.14509806481996845
10,20,80,144,10,0.06944444444444445,0.08101690647852314,0.008101690647852312,606.8101392681209,103.93714555862633,710.7472848267471,0.14623642999067132
11,20,95,193,20,0.10362694300518134,0.10829851586436551,0.005414925793218275,702.67639252376,137.6155915243008,840.2919840480613,0.16377115828398733
12,20,89,180,10,0.05555555555555555,0.1104145423166409,0.011041454231664092,683.4927641579847,136.00152200710022,819.4942861650846,0.16595786487241368
13,20,82,124,4,0.03225806451612903,0.031839556092406504,0.007959889023101626,558.6502073699285,103.46020518696773,662.1104125568962,0.1562582361262552
14,21,93,182,17,0.09340659340659341,0.16422320276702607,0.009660188398060357,790.6369567030035,162.68360867186001,953.3205653748637,0.17064942746503087
15,20,87,163,7,0.04294478527607362,0.042162294457713974,0.0060231849225305676,748.4878840859276,109.72698781452947,858.2148719004555,0.12785491303774182
16,20,86,151,12,0.07947019867549669,0.06820714357036803,0.005683928630864001,719.9811606034909,130.12822125629657,850.1093818597877,0.1530723269652836
17,20,87,153,10,0.06535947712418301,0.03542071628723161,0.003542071628723161,772.9670455593201,92.7803970134711,865.7474425727905,0.10716797122466844
18,20,79,119,5,0.04201680672268908,0.0489527344135639,0.00979054688271278,676.9989333124562,102.42174799458297,779.4206813070405,0.13140753183868306
19,20,93,190,10,0.05263157894736842,0.06392620088153038,0.0063926200881530395,703.3617166420224,108.83870752759792,812.2004241696192,0.13400474105744636
20,21,88,164,11,0.06707317073170732,0.061924460810061054,0.005629496437278277,701.7289661308329,129.53527255500677,831.2642386858395,0.15582923759572698
21,20,85,154,13,0.08441558441558442,0.10363351024039541,0.007971808480030417,649.5177111970429,125.30351338599729,774.8212245830408,0.16171925782418728
22,20,94,187,9,0.0481283422459893,0.015513169174189542,0.0017236854637988379,717.756609759516,123.38371674743543,841.1403265069533,0.14668624587269205
23,20,86,161,21,0.13043478260869565,0.20733357849737596,0.009873027547494093,722.0712984038768,138.37086159027763,860.4421599941552,0.16081367002195424
24,21,85,144,10,0.06944444444444445,0.12425807025119696,0.012425807025119697,625.9073992834913,138.94609770962097,764.8534969931117,0.1816636757965589
25,20,89,159,12,0.07547169811320754,0.09499764277803985,0.00791647023150332,758.257482031775,131.73278013408586,889.9902621658614,0.14801597920128223
26,20,86,165,6,0.03636363636363636,0.038415721681330554,0.006402620280221759,670.7192565571868,112.93785769877744,783.6571142559648,0.14411641985283977
27,20,79,127,3,0.023622047244094488,0.05089957317137845,0.01696652439045948,671.2370222843115,111.60504533597631,782.8420676202886,0.1425639346071901
28,20,93,188,19,0.10106382978723404,0.236549057557557,0.01244995039776616,628.8101246622703,150.7981587356327,779.6082833979024,0.19342811248539185
